ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006413	translational initiation	4/12	194/18493	5.44201317925106e-06	0.00102937537535139	0.000433974043851151	EIF4EBP1/AGO2/RPS15/EIF4E	4
GO:0017148	negative regulation of translation	4/12	196/18493	5.66778289423401e-06	0.00102937537535139	0.000433974043851151	EIF4EBP1/AGO2/MIRLET7A1/EIF4E	4
GO:0034249	negative regulation of cellular amide metabolic process	4/12	213/18493	7.87787277054637e-06	0.00102937537535139	0.000433974043851151	EIF4EBP1/AGO2/MIRLET7A1/EIF4E	4
GO:0070341	fat cell proliferation	2/12	10/18493	1.73197793580286e-05	0.00118202273066702	0.000498328594830082	TFDP1/E2F1	2
GO:0070344	regulation of fat cell proliferation	2/12	10/18493	1.73197793580286e-05	0.00118202273066702	0.000498328594830082	TFDP1/E2F1	2
GO:0000082	G1/S transition of mitotic cell cycle	4/12	263/18493	1.80921846530667e-05	0.00118202273066702	0.000498328594830082	TFDP1/E2F1/EIF4EBP1/EIF4E	4
GO:0044843	cell cycle G1/S phase transition	4/12	282/18493	2.37934570212733e-05	0.0013324335931913	0.00056174026350976	TFDP1/E2F1/EIF4EBP1/EIF4E	4
GO:0006402	mRNA catabolic process	4/12	307/18493	3.31879786373258e-05	0.00162621095322896	0.000685593769218441	E2F1/AGO2/RPS15/MIRLET7A1	4
GO:0006401	RNA catabolic process	4/12	340/18493	4.94495738794336e-05	0.00209248264453965	0.000882169106317738	E2F1/AGO2/RPS15/MIRLET7A1	4
GO:0008637	apoptotic mitochondrial changes	3/12	121/18493	5.75774426100439e-05	0.00209248264453965	0.000882169106317738	TFDP1/LMNA/E2F1	3
GO:0045947	negative regulation of translational initiation	2/12	18/18493	5.87176252294291e-05	0.00209248264453965	0.000882169106317738	EIF4EBP1/AGO2	2
GO:0072655	establishment of protein localization to mitochondrion	3/12	135/18493	7.97634263601084e-05	0.00243584809916582	0.00102692844137764	TFDP1/E2F1/PMPCA	3
GO:0045787	positive regulation of cell cycle	4/12	390/18493	8.43127858906791e-05	0.00243584809916582	0.00102692844137764	TFDP1/E2F1/EIF4EBP1/EIF4E	4
GO:0070585	protein localization to mitochondrion	3/12	139/18493	8.69945749702078e-05	0.00243584809916582	0.00102692844137764	TFDP1/E2F1/PMPCA	3
GO:0006417	regulation of translation	4/12	402/18493	9.48230577120617e-05	0.00243715818433841	0.00102748075977747	EIF4EBP1/AGO2/MIRLET7A1/EIF4E	4
GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	2/12	24/18493	0.00010569308452488	0.00243715818433841	0.00102748075977747	TFDP1/E2F1	2
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	2/12	24/18493	0.00010569308452488	0.00243715818433841	0.00102748075977747	TFDP1/E2F1	2
GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	2/12	28/18493	0.000144544952459196	0.00296969958237051	0.0012519947218909	TFDP1/E2F1	2
GO:0034248	regulation of cellular amide metabolic process	4/12	453/18493	0.000150441933039855	0.00296969958237051	0.0012519947218909	EIF4EBP1/AGO2/MIRLET7A1/EIF4E	4
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	2/12	29/18493	0.0001551960188276	0.00296969958237051	0.0012519947218909	TFDP1/E2F1	2
GO:0071466	cellular response to xenobiotic stimulus	3/12	171/18493	0.000160738812501725	0.00296969958237051	0.0012519947218909	E2F1/EIF4EBP1/EIF4E	3
GO:0010821	regulation of mitochondrion organization	3/12	176/18493	0.000175022388144493	0.00296969958237051	0.0012519947218909	TFDP1/LMNA/E2F1	3
GO:0051204	protein insertion into mitochondrial membrane	2/12	31/18493	0.000177621004484388	0.00296969958237051	0.0012519947218909	TFDP1/E2F1	2
GO:0071549	cellular response to dexamethasone stimulus	2/12	32/18493	0.000189394106018527	0.00296969958237051	0.0012519947218909	EIF4EBP1/EIF4E	2
GO:1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	2/12	32/18493	0.000189394106018527	0.00296969958237051	0.0012519947218909	TFDP1/E2F1	2
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	2/12	34/18493	0.000214059484361128	0.00310782658776157	0.00131022764306812	AGO2/MIRLET7A1	2
GO:0043276	anoikis	2/12	34/18493	0.000214059484361128	0.00310782658776157	0.00131022764306812	TFDP1/E2F1	2
GO:0000956	nuclear-transcribed mRNA catabolic process	3/12	207/18493	0.000282261796802302	0.00395166515523223	0.00166598128187825	AGO2/RPS15/MIRLET7A1	3
GO:0070317	negative regulation of G0 to G1 transition	2/12	40/18493	0.000296979674084809	0.00401434593935328	0.00169240685413121	TFDP1/E2F1	2
GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	2/12	41/18493	0.000312096858352727	0.00407806561580896	0.00171927041267993	TFDP1/E2F1	2
GO:0071548	response to dexamethasone	2/12	43/18493	0.000343439417693098	0.00434284683018369	0.00183089944237067	EIF4EBP1/EIF4E	2
GO:0070316	regulation of G0 to G1 transition	2/12	44/18493	0.000359663982184709	0.00440588378176269	0.00185747517115129	TFDP1/E2F1	2
GO:0045023	G0 to G1 transition	2/12	46/18493	0.000393217656591551	0.00467094913284509	0.00196922398994812	TFDP1/E2F1	2
GO:0051205	protein insertion into membrane	2/12	47/18493	0.000410545957711512	0.00473335339479155	0.00199553298330363	TFDP1/E2F1	2
GO:0006839	mitochondrial transport	3/12	241/18493	0.000440832210542467	0.00493732075807563	0.00208152352045616	TFDP1/E2F1/PMPCA	3
GO:0097345	mitochondrial outer membrane permeabilization	2/12	51/18493	0.000483526166222884	0.0052650626988714	0.00221969614318692	TFDP1/E2F1	2
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	2/12	56/18493	0.000582971967433547	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1903749	positive regulation of establishment of protein localization to mitochondrion	2/12	56/18493	0.000582971967433547	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:0072431	signal transduction involved in mitotic G1 DNA damage checkpoint	2/12	57/18493	0.000603953178765084	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process	2/12	57/18493	0.000603953178765084	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1902400	intracellular signal transduction involved in G1 DNA damage checkpoint	2/12	57/18493	0.000603953178765084	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:0072413	signal transduction involved in mitotic cell cycle checkpoint	2/12	59/18493	0.00064700444282707	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1902402	signal transduction involved in mitotic DNA damage checkpoint	2/12	59/18493	0.00064700444282707	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1902403	signal transduction involved in mitotic DNA integrity checkpoint	2/12	59/18493	0.00064700444282707	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	2/12	59/18493	0.00064700444282707	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:0071385	cellular response to glucocorticoid stimulus	2/12	60/18493	0.00066907369446394	0.0055240458474048	0.00232888076810568	EIF4EBP1/EIF4E	2
GO:0035794	positive regulation of mitochondrial membrane permeability	2/12	61/18493	0.000691504825600675	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:0009410	response to xenobiotic stimulus	3/12	282/18493	0.000696992481180335	0.0055240458474048	0.00232888076810568	E2F1/EIF4EBP1/EIF4E	3
GO:0031571	mitotic G1 DNA damage checkpoint	2/12	63/18493	0.000737451127430149	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:0044819	mitotic G1/S transition checkpoint	2/12	63/18493	0.000737451127430149	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	2/12	63/18493	0.000737451127430149	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:1905710	positive regulation of membrane permeability	2/12	63/18493	0.000737451127430149	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:0044783	G1 DNA damage checkpoint	2/12	64/18493	0.000760965499387397	0.0055240458474048	0.00232888076810568	TFDP1/E2F1	2
GO:0071384	cellular response to corticosteroid stimulus	2/12	64/18493	0.000760965499387397	0.0055240458474048	0.00232888076810568	EIF4EBP1/EIF4E	2
GO:1903747	regulation of establishment of protein localization to mitochondrion	2/12	70/18493	0.000909603711885873	0.00648299372835023	0.00273316330652789	TFDP1/E2F1	2
GO:0090150	establishment of protein localization to membrane	3/12	317/18493	0.000978568478517957	0.00656938690723161	0.00276958577990162	TFDP1/E2F1/RPS15	3
GO:0046902	regulation of mitochondrial membrane permeability	2/12	73/18493	0.000988759764098635	0.00656938690723161	0.00276958577990162	TFDP1/E2F1	2
GO:0072401	signal transduction involved in DNA integrity checkpoint	2/12	73/18493	0.000988759764098635	0.00656938690723161	0.00276958577990162	TFDP1/E2F1	2
GO:0072422	signal transduction involved in DNA damage checkpoint	2/12	73/18493	0.000988759764098635	0.00656938690723161	0.00276958577990162	TFDP1/E2F1	2
GO:0072395	signal transduction involved in cell cycle checkpoint	2/12	74/18493	0.00101585905312462	0.0066369458137475	0.00279806791825553	TFDP1/E2F1	2
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2/12	75/18493	0.00104331465106233	0.00670457939699069	0.00282658153954763	AGO2/MIRLET7A1	2
GO:0006446	regulation of translational initiation	2/12	77/18493	0.00109929319116183	0.00695036985379741	0.00293020426167077	EIF4EBP1/AGO2	2
GO:0090559	regulation of membrane permeability	2/12	81/18493	0.00121550858703349	0.00746402596988171	0.00314675638365045	TFDP1/E2F1	2
GO:0071158	positive regulation of cell cycle arrest	2/12	82/18493	0.00124544728408175	0.00746402596988171	0.00314675638365045	TFDP1/E2F1	2
GO:0035278	miRNA mediated inhibition of translation	2/12	83/18493	0.00127573913260733	0.00746402596988171	0.00314675638365045	AGO2/MIRLET7A1	2
GO:0040033	negative regulation of translation, ncRNA-mediated	2/12	83/18493	0.00127573913260733	0.00746402596988171	0.00314675638365045	AGO2/MIRLET7A1	2
GO:0045974	regulation of translation, ncRNA-mediated	2/12	83/18493	0.00127573913260733	0.00746402596988171	0.00314675638365045	AGO2/MIRLET7A1	2
GO:0006913	nucleocytoplasmic transport	3/12	357/18493	0.00137879328499834	0.00794833776057867	0.00335093724063064	LMNA/RPS15/EIF4E	3
GO:0051169	nuclear transport	3/12	360/18493	0.00141238714979922	0.00802399656117817	0.0033828342108082	LMNA/RPS15/EIF4E	3
GO:1901655	cellular response to ketone	2/12	93/18493	0.0015979945520023	0.00894876949121288	0.00377270894232122	EIF4EBP1/EIF4E	2
GO:0097327	response to antineoplastic agent	2/12	95/18493	0.00166664423501092	0.0092017540862575	0.00387936463894315	EIF4EBP1/EIF4E	2
GO:0044773	mitotic DNA damage checkpoint	2/12	98/18493	0.00177222823873287	0.00961343890027955	0.00405292671144976	TFDP1/E2F1	2
GO:2001233	regulation of apoptotic signaling pathway	3/12	391/18493	0.00179025775438879	0.00961343890027955	0.00405292671144976	TFDP1/LMNA/E2F1	3
GO:0030330	DNA damage response, signal transduction by p53 class mediator	2/12	104/18493	0.0019927518580269	0.01055619903171	0.00445038466159634	TFDP1/E2F1	2
GO:0044774	mitotic DNA integrity checkpoint	2/12	107/18493	0.00210767052079059	0.0108711426861831	0.00458316165878287	TFDP1/E2F1	2
GO:0071156	regulation of cell cycle arrest	2/12	107/18493	0.00210767052079059	0.0108711426861831	0.00458316165878287	TFDP1/E2F1	2
GO:0010822	positive regulation of mitochondrion organization	2/12	112/18493	0.00230606456633996	0.0117399650650034	0.00494944821483764	TFDP1/E2F1	2
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	2/12	114/18493	0.00238781521548073	0.0120003021085698	0.00505920362794163	TFDP1/E2F1	2
GO:1905477	positive regulation of protein localization to membrane	2/12	119/18493	0.00259814749551059	0.0128920736486095	0.00543516531372635	TFDP1/E2F1	2
GO:1902807	negative regulation of cell cycle G1/S phase transition	2/12	121/18493	0.00268465461534334	0.0131548076151824	0.00554593124485401	TFDP1/E2F1	2
