ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030100	regulation of endocytosis	10/38	260/18493	8.48976791394216e-11	1.9084998270542e-07	9.71408181311066e-08	SNCA/DNM1L/TLR2/SYK/MERTK/LGALS3/HMGB1/CD36/ANXA2/C3	10
GO:0042116	macrophage activation	7/38	80/18493	2.45654099575210e-10	2.76115207922535e-07	1.40540003283291e-07	SNCA/AGER/TLR2/SYK/TYROBP/APP/HMGB1	7
GO:0010506	regulation of autophagy	10/38	303/18493	3.78880204092015e-10	2.83907566266283e-07	1.44506239244919e-07	SNCA/HTT/DNM1L/ATG13/HSPB1/PLK2/PLK3/HMGB1/VPS35/OPTN	10
GO:0031349	positive regulation of defense response	11/38	427/18493	6.00830467740172e-10	3.37666722869977e-07	1.71869136429886e-07	SNCA/AGER/TLR2/SYK/APP/HMGB1/CD36/MEF2C/OPTN/LAG3/C3	11
GO:0006914	autophagy	11/38	466/18493	1.50642664332767e-09	5.64407849033433e-07	2.87278203736347e-07	SNCA/HTT/DNM1L/HSPA8/ATG13/HSPB1/PLK2/PLK3/HMGB1/VPS35/OPTN	11
GO:0061919	process utilizing autophagic mechanism	11/38	466/18493	1.50642664332767e-09	5.64407849033433e-07	2.87278203736347e-07	SNCA/HTT/DNM1L/HSPA8/ATG13/HSPB1/PLK2/PLK3/HMGB1/VPS35/OPTN	11
GO:0060627	regulation of vesicle-mediated transport	11/38	498/18493	3.01708887861013e-09	9.68916542730797e-07	4.93169264819431e-07	SNCA/DNM1L/TLR2/SYK/MERTK/LGALS3/HMGB1/CD36/PDCD6IP/ANXA2/C3	11
GO:0045807	positive regulation of endocytosis	7/38	141/18493	1.33582855326123e-08	3.34433764986441e-06	1.70223591749514e-06	SNCA/DNM1L/SYK/MERTK/CD36/ANXA2/C3	7
GO:0050764	regulation of phagocytosis	6/38	80/18493	1.33892521569305e-08	3.34433764986441e-06	1.70223591749514e-06	TLR2/SYK/MERTK/HMGB1/CD36/C3	6
GO:0006909	phagocytosis	9/38	342/18493	2.31528963405596e-08	5.2047710973578e-06	2.64917877075666e-06	TLR2/P2RY6/TREM2/SYK/MERTK/HMGB1/MSR1/CD36/C3	9
GO:0051928	positive regulation of calcium ion transport	6/38	116/18493	1.25317517861797e-07	2.42845249853283e-05	1.23605912432346e-05	SNCA/HTT/P2RY6/LGALS3/ATP1B1/ANXA2	6
GO:0032103	positive regulation of response to external stimulus	8/38	297/18493	1.29632695651219e-07	2.42845249853283e-05	1.23605912432346e-05	SNCA/AGER/TLR2/HSPB1/APP/HMGB1/OPTN/C3	8
GO:0050807	regulation of synapse organization	7/38	214/18493	2.34429689034698e-07	4.0464853141678e-05	2.05962237146488e-05	SNCA/DNM1L/TLR2/HSPA8/APP/MEF2C/VPS35	7
GO:0070372	regulation of ERK1 and ERK2 cascade	8/38	324/18493	2.52005313159916e-07	4.0464853141678e-05	2.05962237146488e-05	AGER/P2RY6/TREM2/SYK/APP/MERTK/HMGB1/CD36	8
GO:0050803	regulation of synapse structure or activity	7/38	220/18493	2.82758372319057e-07	4.20751162347066e-05	2.14158322472027e-05	SNCA/DNM1L/TLR2/HSPA8/APP/MEF2C/VPS35	7
GO:1904646	cellular response to amyloid-beta	4/38	28/18493	2.99467019464104e-07	4.20751162347066e-05	2.14158322472027e-05	AGER/APP/CD36/ATP1A3	4
GO:0070371	ERK1 and ERK2 cascade	8/38	341/18493	3.71725701575895e-07	4.76983632437704e-05	2.4278011259589e-05	AGER/P2RY6/TREM2/SYK/APP/MERTK/HMGB1/CD36	8
GO:0031331	positive regulation of cellular catabolic process	8/38	347/18493	4.2427705514596e-07	4.76983632437704e-05	2.4278011259589e-05	SNCA/HTT/PLK2/PLK3/HMGB1/FAF1/VPS35/OPTN	8
GO:0043312	neutrophil degranulation	9/38	485/18493	4.51588083863018e-07	4.76983632437704e-05	2.4278011259589e-05	TLR2/HSPA8/SYK/TYROBP/LGALS3/HMGB1/CD36/ANXA2/C3	9
GO:1904645	response to amyloid-beta	4/38	31/18493	4.58179321512528e-07	4.76983632437704e-05	2.4278011259589e-05	AGER/APP/CD36/ATP1A3	4
GO:0002283	neutrophil activation involved in immune response	9/38	488/18493	4.75526324261494e-07	4.76983632437704e-05	2.4278011259589e-05	TLR2/HSPA8/SYK/TYROBP/LGALS3/HMGB1/CD36/ANXA2/C3	9
GO:0060291	long-term synaptic potentiation	5/38	77/18493	4.94561300275756e-07	4.76983632437704e-05	2.4278011259589e-05	SNCA/AGER/PLK2/APP/S100B	5
GO:0032735	positive regulation of interleukin-12 production	4/38	32/18493	5.22863517125938e-07	4.76983632437704e-05	2.4278011259589e-05	AGER/TLR2/HMGB1/CD36	4
GO:0042119	neutrophil activation	9/38	498/18493	5.63472196919574e-07	4.76983632437704e-05	2.4278011259589e-05	TLR2/HSPA8/SYK/TYROBP/LGALS3/HMGB1/CD36/ANXA2/C3	9
GO:0002446	neutrophil mediated immunity	9/38	499/18493	5.72997840500906e-07	4.76983632437704e-05	2.4278011259589e-05	TLR2/HSPA8/SYK/TYROBP/LGALS3/HMGB1/CD36/ANXA2/C3	9
GO:0070374	positive regulation of ERK1 and ERK2 cascade	7/38	245/18493	5.84657374464301e-07	4.76983632437704e-05	2.4278011259589e-05	AGER/P2RY6/TREM2/APP/MERTK/HMGB1/CD36	7
GO:0001774	microglial cell activation	4/38	33/18493	5.94107727235574e-07	4.76983632437704e-05	2.4278011259589e-05	SNCA/AGER/TLR2/APP	4
GO:0002269	leukocyte activation involved in inflammatory response	4/38	33/18493	5.94107727235574e-07	4.76983632437704e-05	2.4278011259589e-05	SNCA/AGER/TLR2/APP	4
GO:0007611	learning or memory	7/38	247/18493	6.17506669651156e-07	4.78674135646827e-05	2.43640562581055e-05	HTT/AGER/TLR2/PLK2/APP/MEF2C/S100B	7
GO:0051098	regulation of binding	8/38	369/18493	6.75159651649674e-07	5.05919632302823e-05	2.5750826012042e-05	AGER/PLK2/APP/LGALS3/HMGB1/CD36/MEF2C/ANXA2	8
GO:0050806	positive regulation of synaptic transmission	6/38	159/18493	8.08124668423737e-07	5.86020727295665e-05	2.98278952318031e-05	SNCA/DNM1L/AGER/PLK2/APP/S100B	6
GO:0070391	response to lipoteichoic acid	3/38	10/18493	9.51040657323224e-07	6.47860423534123e-05	3.29754766988945e-05	TLR2/TREM2/CD36	3
GO:0071223	cellular response to lipoteichoic acid	3/38	10/18493	9.51040657323224e-07	6.47860423534123e-05	3.29754766988945e-05	TLR2/TREM2/CD36	3
GO:0043277	apoptotic cell clearance	4/38	39/18493	1.18368599398871e-06	7.82625327790183e-05	3.98348815933662e-05	MERTK/HMGB1/CD36/C3	4
GO:0002281	macrophage activation involved in immune response	3/38	11/18493	1.30582507862983e-06	7.82906650652768e-05	3.98492006583423e-05	SYK/TYROBP/HMGB1	3
GO:0061900	glial cell activation	4/38	40/18493	1.31327294023807e-06	7.82906650652768e-05	3.98492006583423e-05	SNCA/AGER/TLR2/APP	4
GO:0048167	regulation of synaptic plasticity	6/38	173/18493	1.32346749266888e-06	7.82906650652768e-05	3.98492006583423e-05	SNCA/AGER/PLK2/APP/MEF2C/S100B	6
GO:0032092	positive regulation of protein binding	5/38	94/18493	1.33964519007392e-06	7.82906650652768e-05	3.98492006583423e-05	PLK2/APP/LGALS3/MEF2C/ANXA2	5
GO:0030099	myeloid cell differentiation	8/38	405/18493	1.3582455238193e-06	7.82906650652768e-05	3.98492006583423e-05	TLR2/TREM2/TYROBP/APP/LGALS3/HMGB1/MEF2C/ANXA2	8
GO:0009896	positive regulation of catabolic process	8/38	407/18493	1.40920444249305e-06	7.91972896681092e-05	4.03106639207879e-05	SNCA/HTT/PLK2/PLK3/HMGB1/FAF1/VPS35/OPTN	8
GO:1903008	organelle disassembly	5/38	97/18493	1.56583032537631e-06	8.58533310108765e-05	4.36985253834158e-05	HTT/DNM1L/ATG13/PLK3/OPTN	5
GO:0050890	cognition	7/38	285/18493	1.60805173876822e-06	8.60690549702607e-05	4.38083268180715e-05	HTT/AGER/TLR2/PLK2/APP/MEF2C/S100B	7
GO:0051099	positive regulation of binding	6/38	181/18493	1.72200990578878e-06	8.88281520754781e-05	4.52126808887641e-05	PLK2/APP/LGALS3/HMGB1/MEF2C/ANXA2	6
GO:0061684	chaperone-mediated autophagy	3/38	12/18493	1.73862931108587e-06	8.88281520754781e-05	4.52126808887641e-05	SNCA/HSPA8/PLK3	3
GO:0050850	positive regulation of calcium-mediated signaling	4/38	44/18493	1.93929310272191e-06	9.687846433153e-05	4.93102129276892e-05	HTT/P2RY6/TREM2/SYK	4
GO:0051963	regulation of synapse assembly	5/38	104/18493	2.21122470999609e-06	0.000108061590175461	5.50023171571111e-05	SNCA/TLR2/APP/MEF2C/VPS35	5
GO:0150076	neuroinflammatory response	4/38	47/18493	2.53684097424793e-06	0.00012133656404488	6.17591520494401e-05	SNCA/AGER/TLR2/APP	4
GO:0002573	myeloid leukocyte differentiation	6/38	197/18493	2.81447110715643e-06	0.000131135325984925	6.67466282757134e-05	TLR2/TREM2/TYROBP/APP/MEF2C/ANXA2	6
GO:0006874	cellular calcium ion homeostasis	8/38	448/18493	2.87862047045237e-06	0.000131135325984925	6.67466282757134e-05	SNCA/HTT/P2RY6/APP/HMGB1/CD36/ATP1B1/ANXA2	8
GO:0010508	positive regulation of autophagy	5/38	110/18493	2.91671098720919e-06	0.000131135325984925	6.67466282757134e-05	HTT/PLK2/PLK3/HMGB1/OPTN	5
GO:0010822	positive regulation of mitochondrion organization	5/38	112/18493	3.18750906820396e-06	0.000140500399712206	7.15133613444315e-05	HTT/DNM1L/ATG13/VPS35/OPTN	5
GO:0032655	regulation of interleukin-12 production	4/38	50/18493	3.26107535847611e-06	0.000140953158825267	7.17438114080656e-05	AGER/TLR2/HMGB1/CD36	4
GO:0051235	maintenance of location	7/38	318/18493	3.32318390468823e-06	0.000140953158825267	7.17438114080656e-05	SNCA/HTT/P2RY6/MSR1/CD36/FAF1/C3	7
GO:0055074	calcium ion homeostasis	8/38	461/18493	3.55699682922194e-06	0.000148076460594276	7.53695039642155e-05	SNCA/HTT/P2RY6/APP/HMGB1/CD36/ATP1B1/ANXA2	8
GO:0032615	interleukin-12 production	4/38	52/18493	3.822236099828e-06	0.000156225213680242	7.95171414452255e-05	AGER/TLR2/HMGB1/CD36	4
GO:0043393	regulation of protein binding	6/38	217/18493	4.91501763468859e-06	0.000197302850763928	0.000100425266332829	PLK2/APP/LGALS3/CD36/MEF2C/ANXA2	6
GO:0072503	cellular divalent inorganic cation homeostasis	8/38	483/18493	5.01516543489466e-06	0.000197791085923565	0.000100673773365291	SNCA/HTT/P2RY6/APP/HMGB1/CD36/ATP1B1/ANXA2	8
GO:0032640	tumor necrosis factor production	5/38	129/18493	6.37614220553019e-06	0.000247130477207446	0.000125787052221621	TLR2/HSPB1/APP/HMGB1/CD36	5
GO:0050729	positive regulation of inflammatory response	5/38	133/18493	7.40145716666599e-06	0.00028200806289263	0.000143539410172452	SNCA/AGER/TLR2/APP/C3	5
GO:0061041	regulation of wound healing	5/38	134/18493	7.67689555642384e-06	0.000287627686847347	0.000146399745084785	AGER/SYK/HMGB1/CD36/ANXA2	5
GO:0071706	tumor necrosis factor superfamily cytokine production	5/38	135/18493	7.96029864386958e-06	0.000293356579531456	0.000149315696736605	TLR2/HSPB1/APP/HMGB1/CD36	5
GO:0051924	regulation of calcium ion transport	6/38	239/18493	8.54534190556715e-06	0.000309837558124435	0.000157704357408344	SNCA/HTT/P2RY6/LGALS3/ATP1B1/ANXA2	6
GO:0097242	amyloid-beta clearance	3/38	20/18493	8.90751097987482e-06	0.000317378315998734	0.0001615425311344	AGER/MSR1/C3	3
GO:1903362	regulation of cellular protein catabolic process	6/38	242/18493	9.17563499311596e-06	0.000317378315998734	0.0001615425311344	UBE3A/PLK2/PLK3/FAF1/VPS35/ANXA2	6
GO:0070585	protein localization to mitochondrion	5/38	139/18493	9.17686411918048e-06	0.000317378315998734	0.0001615425311344	DNM1L/ATG13/TOMM40/TOMM70/UQCRC2	5
GO:1903532	positive regulation of secretion by cell	7/38	373/18493	9.45054714413375e-06	0.000320686741831871	0.000163226488280223	SNCA/DNM1L/TLR2/SYK/HMGB1/VPS35/PDCD6IP	7
GO:0072659	protein localization to plasma membrane	6/38	244/18493	9.61640445605376e-06	0.000320686741831871	0.000163226488280223	TREM2/LGALS3/ATP1B1/VPS35/OPTN/ANXA2	6
GO:0042176	regulation of protein catabolic process	7/38	375/18493	9.78497225731193e-06	0.000320686741831871	0.000163226488280223	SNCA/UBE3A/PLK2/PLK3/FAF1/VPS35/ANXA2	7
GO:0022898	regulation of transmembrane transporter activity	6/38	245/18493	9.84314287651205e-06	0.000320686741831871	0.000163226488280223	SNCA/HTT/P2RY6/APP/MEF2C/ATP1B1	6
GO:0061515	myeloid cell development	4/38	67/18493	1.05854253108988e-05	0.000339943372841436	0.000173027929518	TLR2/TYROBP/APP/ANXA2	4
GO:0050808	synapse organization	7/38	384/18493	1.14142315792217e-05	0.000361397078733669	0.000183947660883826	SNCA/DNM1L/TLR2/HSPA8/APP/MEF2C/VPS35	7
GO:0010884	positive regulation of lipid storage	3/38	22/18493	1.19988426401187e-05	0.00037463053131926	0.000190683361839313	MSR1/CD36/C3	3
GO:1901224	positive regulation of NIK/NF-kappaB signaling	4/38	70/18493	1.26069801489822e-05	0.000382979613174487	0.000194932964750266	AGER/TLR2/APP/HMGB1	4
GO:1904427	positive regulation of calcium ion transmembrane transport	4/38	70/18493	1.26069801489822e-05	0.000382979613174487	0.000194932964750266	SNCA/HTT/P2RY6/ATP1B1	4
GO:0007249	I-kappaB kinase/NF-kappaB signaling	6/38	258/18493	1.32069303473275e-05	0.000395855725610564	0.000201486782983088	TLR2/HSPB1/PLK2/CD36/OPTN/S100B	6
GO:0032409	regulation of transporter activity	6/38	260/18493	1.37983222376318e-05	0.00040283932974281	0.000205041370776566	SNCA/HTT/P2RY6/APP/MEF2C/ATP1B1	6
GO:0043270	positive regulation of ion transport	6/38	260/18493	1.37983222376318e-05	0.00040283932974281	0.000205041370776566	SNCA/HTT/P2RY6/LGALS3/ATP1B1/ANXA2	6
GO:1905952	regulation of lipid localization	5/38	152/18493	1.41631517635952e-05	0.000408189296981565	0.000207764452996329	SYK/MSR1/CD36/ANXA2/C3	5
GO:0032760	positive regulation of tumor necrosis factor production	4/38	73/18493	1.48996495237667e-05	0.000423979900372502	0.000215801719284936	TLR2/HSPB1/HMGB1/CD36	4
GO:0051222	positive regulation of protein transport	7/38	402/18493	1.53533807976153e-05	0.000424262474404197	0.000215945546767823	DNM1L/TLR2/ATG13/SYK/PLK3/HMGB1/VPS35	7
GO:0001919	regulation of receptor recycling	3/38	24/18493	1.57252079178154e-05	0.000424262474404197	0.000215945546767823	SNCA/OPTN/ANXA2	3
GO:0000422	autophagy of mitochondrion	4/38	74/18493	1.57279137051119e-05	0.000424262474404197	0.000215945546767823	HTT/DNM1L/ATG13/OPTN	4
GO:0061726	mitochondrion disassembly	4/38	74/18493	1.57279137051119e-05	0.000424262474404197	0.000215945546767823	HTT/DNM1L/ATG13/OPTN	4
GO:0051047	positive regulation of secretion	7/38	404/18493	1.58532241325412e-05	0.000424262474404197	0.000215945546767823	SNCA/DNM1L/TLR2/SYK/HMGB1/VPS35/PDCD6IP	7
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	4/38	76/18493	1.7485495091009e-05	0.000462439917230449	0.000235377500482065	TLR2/HSPB1/HMGB1/CD36	4
GO:1903034	regulation of response to wounding	5/38	160/18493	1.81478407197235e-05	0.000474376115557423	0.000241452911411743	AGER/SYK/HMGB1/CD36/ANXA2	5
GO:0050804	modulation of chemical synaptic transmission	7/38	418/18493	1.97439782612812e-05	0.000510166242889197	0.000259669744343771	SNCA/DNM1L/AGER/PLK2/APP/MEF2C/S100B	7
GO:0099177	regulation of trans-synaptic signaling	7/38	419/18493	2.00496912625076e-05	0.000512178476796786	0.00026069395218117	SNCA/DNM1L/AGER/PLK2/APP/MEF2C/S100B	7
GO:1905954	positive regulation of lipid localization	4/38	79/18493	2.03872574062785e-05	0.000514950052239483	0.000262104657606442	MSR1/CD36/ANXA2/C3	4
GO:0001819	positive regulation of cytokine production	7/38	422/18493	2.09904433060588e-05	0.000520001011785697	0.000264675547766928	AGER/TLR2/SYK/HSPB1/HMGB1/CD36/C3	7
GO:0007416	synapse assembly	5/38	165/18493	2.1049863021574e-05	0.000520001011785697	0.000264675547766928	SNCA/TLR2/APP/MEF2C/VPS35	5
GO:0048771	tissue remodeling	5/38	170/18493	2.43012668984606e-05	0.000593796173779776	0.000302236580304653	AGER/SYK/MERTK/HMGB1/MEF2C	5
GO:0106027	neuron projection organization	4/38	83/18493	2.47882370553144e-05	0.000599182332261794	0.000304978083521526	DNM1L/APP/ATP1A3/VPS35	4
GO:1904951	positive regulation of establishment of protein localization	7/38	437/18493	2.62600136729258e-05	0.000628005433369545	0.000319648766657003	DNM1L/TLR2/ATG13/SYK/PLK3/HMGB1/VPS35	7
GO:0002697	regulation of immune effector process	7/38	439/18493	2.70386167776504e-05	0.000639819058064821	0.000325661788779013	AGER/SYK/LGALS3/HMGB1/CD36/LAG3/C3	7
GO:1990778	protein localization to cell periphery	6/38	294/18493	2.76054963560436e-05	0.000646428706337353	0.000329026036612054	TREM2/LGALS3/ATP1B1/VPS35/OPTN/ANXA2	6
GO:1905606	regulation of presynapse assembly	3/38	29/18493	2.8188575323739e-05	0.000653277498224384	0.000332512006260492	SNCA/APP/VPS35	3
GO:0010821	regulation of mitochondrion organization	5/38	176/18493	2.87047457604455e-05	0.000658451719076342	0.000335145635248166	HTT/DNM1L/ATG13/VPS35/OPTN	5
GO:0099174	regulation of presynapse organization	3/38	30/18493	3.12762340160872e-05	0.000710191657254183	0.000361480769542656	SNCA/APP/VPS35	3
GO:0043254	regulation of protein complex assembly	7/38	451/18493	3.21215991193132e-05	0.000722093548202162	0.000367538718344142	SNCA/DNM1L/HSPA8/HMGB1/CD36/FAF1/VPS35	7
GO:0043112	receptor metabolic process	5/38	184/18493	3.55137780528296e-05	0.000790445277849119	0.000402329095814755	SNCA/SYK/CD36/OPTN/ANXA2	5
GO:0001666	response to hypoxia	6/38	314/18493	3.98993508935252e-05	0.000870813017559656	0.00044323550762659	DNM1L/AGER/TLR2/PLK3/ATP1B1/S100B	6
GO:1904062	regulation of cation transmembrane transport	6/38	314/18493	3.98993508935252e-05	0.000870813017559656	0.00044323550762659	SNCA/HTT/P2RY6/APP/MEF2C/ATP1B1	6
GO:0051249	regulation of lymphocyte activation	7/38	472/18493	4.29073846021898e-05	0.000927459621016564	0.000472068087677938	AGER/SYK/MERTK/LGALS3/HMGB1/MEF2C/LAG3	7
GO:0034764	positive regulation of transmembrane transport	5/38	192/18493	4.35150652551994e-05	0.000931636825654174	0.000474194244936359	SNCA/HTT/P2RY6/ATP1B1/C3	5
GO:0001881	receptor recycling	3/38	34/18493	4.58369463894356e-05	0.000972089202674069	0.000494784118424196	SNCA/OPTN/ANXA2	3
GO:0006626	protein targeting to mitochondrion	4/38	98/18493	4.76645127807264e-05	0.000996880668978542	0.000507402737956394	ATG13/TOMM40/TOMM70/UQCRC2	4
GO:0002703	regulation of leukocyte mediated immunity	5/38	196/18493	4.80060400689329e-05	0.000996880668978542	0.000507402737956394	AGER/SYK/HMGB1/LAG3/C3	5
GO:0036293	response to decreased oxygen levels	6/38	325/18493	4.83362957823225e-05	0.000996880668978542	0.000507402737956394	DNM1L/AGER/TLR2/PLK3/ATP1B1/S100B	6
GO:0050848	regulation of calcium-mediated signaling	4/38	100/18493	5.15892123149158e-05	0.00105429590258119	0.000536626543409698	HTT/P2RY6/TREM2/SYK	4
