ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006626	protein targeting to mitochondrion	6/9	98/18493	1.57261225650877e-12	7.37555148302615e-10	3.70805416271542e-10	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3/FBXO7	6
GO:1903214	regulation of protein targeting to mitochondrion	5/9	44/18493	7.54269210614914e-12	1.56398906422651e-09	7.86294580600918e-10	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3	5
GO:0072655	establishment of protein localization to mitochondrion	6/9	135/18493	1.11647955648276e-11	1.56398906422651e-09	7.86294580600918e-10	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3/FBXO7	6
GO:0070585	protein localization to mitochondrion	6/9	139/18493	1.33389259209084e-11	1.56398906422651e-09	7.86294580600918e-10	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3/FBXO7	6
GO:0010821	regulation of mitochondrion organization	6/9	176/18493	5.59692158107839e-11	5.24991244305153e-09	2.63939038770855e-09	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3/FBXO7	6
GO:1903747	regulation of establishment of protein localization to mitochondrion	5/9	70/18493	8.36655219822010e-11	6.53985496827538e-09	3.28790823228299e-09	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3	5
GO:1903533	regulation of protein targeting	5/9	81/18493	1.76764592648188e-10	1.18432277074286e-08	5.95417575236003e-09	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3	5
GO:0006839	mitochondrial transport	6/9	241/18493	3.7426547184697e-10	2.19413132870286e-08	1.10309823281212e-08	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3/FBXO7	6
GO:0032386	regulation of intracellular transport	6/9	422/18493	1.08041785857995e-08	5.21237177335018e-07	2.62051683813364e-07	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3/RNF139	6
GO:0006605	protein targeting	6/9	424/18493	1.11137990902989e-08	5.21237177335018e-07	2.62051683813364e-07	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3/FBXO7	6
GO:0033157	regulation of intracellular protein transport	5/9	232/18493	3.60003967588135e-08	1.53492600726214e-06	7.71683145834855e-07	SREBF1/FBXW7/HSPA1L/BAG4/SIAH3	5
