ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006979	response to oxidative stress	14/28	441/18493	4.63908853158115e-16	5.22361368656038e-13	2.91041764718144e-13	ATP13A2/SOD2/SOD1/UCP2/UCP3/MPO/ERO1A/PRDX4/CAT/GPX1/GPX4/MT3/PRDX3/HMOX1	14
GO:0098869	cellular oxidant detoxification	9/28	101/18493	1.90359600844738e-14	1.02431249087616e-11	5.70711643042153e-12	SOD2/SOD1/MPO/PRDX4/CAT/GPX1/GPX4/MT3/PRDX3	9
GO:1990748	cellular detoxification	9/28	105/18493	2.72907413199687e-14	1.02431249087616e-11	5.70711643042153e-12	SOD2/SOD1/MPO/PRDX4/CAT/GPX1/GPX4/MT3/PRDX3	9
GO:0098754	detoxification	9/28	123/18493	1.17526999266994e-13	3.30838502936589e-11	1.8433181990297e-11	SOD2/SOD1/MPO/PRDX4/CAT/GPX1/GPX4/MT3/PRDX3	9
GO:0000302	response to reactive oxygen species	10/28	224/18493	6.02980689922854e-13	1.35791251370627e-10	7.56582086724255e-11	SOD2/SOD1/UCP2/UCP3/MPO/CAT/GPX1/MT3/PRDX3/HMOX1	10
GO:0097237	cellular response to toxic substance	10/28	235/18493	9.7371407607514e-13	1.82733674943435e-10	1.01812910410664e-10	SOD2/SOD1/MPO/PRDX4/CAT/GPX1/GPX4/MT3/PRDX3/HMOX1	10
GO:0042743	hydrogen peroxide metabolic process	7/28	57/18493	2.03172343981575e-12	3.26817227604648e-10	1.82091303778975e-10	SOD1/MPO/PRDX4/CAT/GPX1/MT3/PRDX3	7
GO:0000303	response to superoxide	6/28	30/18493	3.93245582580162e-12	5.53493157481578e-10	3.08387325286548e-10	SOD2/SOD1/UCP2/UCP3/MPO/MT3	6
GO:0000305	response to oxygen radical	6/28	31/18493	4.87126824427422e-12	6.09449782561419e-10	3.39564429659349e-10	SOD2/SOD1/UCP2/UCP3/MPO/MT3	6
GO:0042744	hydrogen peroxide catabolic process	6/28	32/18493	5.98928764982174e-12	6.74393789369927e-10	3.75748993609869e-10	MPO/PRDX4/CAT/GPX1/MT3/PRDX3	6
GO:0051187	cofactor catabolic process	7/28	68/18493	7.36868088560425e-12	7.14535812727372e-10	3.98114746550915e-10	MPO/PRDX4/CAT/GPX1/MT3/PRDX3/HMOX1	7
GO:0034599	cellular response to oxidative stress	10/28	289/18493	7.61494649443025e-12	7.14535812727372e-10	3.98114746550915e-10	ATP13A2/SOD2/SOD1/MPO/ERO1A/CAT/GPX1/MT3/PRDX3/HMOX1	10
GO:0031667	response to nutrient levels	11/28	481/18493	4.73941504618013e-11	4.10506257076833e-09	2.28719948787317e-09	SOD1/UCP2/UCP3/MPO/TPCN2/EIF2A/CAT/EIF2AK3/MT3/EIF2AK4/HMOX1	11
GO:0046916	cellular transition metal ion homeostasis	7/28	109/18493	2.17411305224718e-10	1.74860806916452e-08	9.74264194841594e-09	ATP13A2/SOD1/MT3/SLC11A2/HEPH/FTMT/HMOX1	7
GO:0017001	antibiotic catabolic process	6/28	57/18493	2.33792008926938e-10	1.75499868034488e-08	9.77824823301439e-09	MPO/PRDX4/CAT/GPX1/MT3/PRDX3	6
GO:0006879	cellular iron ion homeostasis	6/28	62/18493	3.94039380100902e-10	2.7730521374601e-08	1.54504914829038e-08	ATP13A2/SOD1/SLC11A2/HEPH/FTMT/HMOX1	6
GO:0055076	transition metal ion homeostasis	7/28	136/18493	1.03656268224073e-09	6.86570341295918e-08	3.8253334898791e-08	ATP13A2/SOD1/MT3/SLC11A2/HEPH/FTMT/HMOX1	7
GO:0016999	antibiotic metabolic process	7/28	152/18493	2.25978484180697e-09	1.41362096215258e-07	7.87620915623949e-08	SOD1/MPO/PRDX4/CAT/GPX1/MT3/PRDX3	7
GO:0055072	iron ion homeostasis	6/28	84/18493	2.54752099932816e-09	1.50974139223342e-07	8.41175908919436e-08	ATP13A2/SOD1/SLC11A2/HEPH/FTMT/HMOX1	6
GO:0072593	reactive oxygen species metabolic process	8/28	276/18493	5.33782168494473e-09	3.00519360862388e-07	1.67439038117214e-07	SOD2/SOD1/MPO/PRDX4/CAT/GPX1/MT3/PRDX3	8
GO:0007568	aging	8/28	311/18493	1.35656600472263e-08	7.2737777205604e-07	4.05269844017388e-07	SOD2/SOD1/UCP2/UCP3/MPO/ERO1A/CAT/GPX4	8
GO:0009266	response to temperature stimulus	7/28	208/18493	1.99456877280131e-08	1.02085656280649e-06	5.68786118942384e-07	SOD1/UCP2/UCP3/ERO1A/EIF2AK3/EIF2AK4/HMOX1	7
GO:0010038	response to metal ion	8/28	358/18493	4.04351501434565e-08	1.97956430702313e-06	1.10294505654463e-06	ATP13A2/SOD1/MCOLN1/CAT/EIF2AK3/MT3/SLC11A2/HMOX1	8
GO:0019430	removal of superoxide radicals	4/28	25/18493	5.20188961966546e-08	2.44055321322638e-06	1.35979219882483e-06	SOD2/SOD1/MPO/MT3	4
GO:0042737	drug catabolic process	6/28	140/18493	5.55228768058008e-08	2.50075037133327e-06	1.3933319821582e-06	MPO/PRDX4/CAT/GPX1/MT3/PRDX3	6
GO:0071450	cellular response to oxygen radical	4/28	27/18493	7.20186933331385e-08	3.00344624789311e-06	1.67341681195129e-06	SOD2/SOD1/MPO/MT3	4
GO:0071451	cellular response to superoxide	4/28	27/18493	7.20186933331385e-08	3.00344624789311e-06	1.67341681195129e-06	SOD2/SOD1/MPO/MT3	4
GO:0097193	intrinsic apoptotic signaling pathway	7/28	287/18493	1.80504154133222e-07	7.25884562692885e-06	4.04437879185715e-06	SOD2/SOD1/PPP1R15A/ERO1A/GPX1/EIF2AK3/HMOX1	7
GO:0071248	cellular response to metal ion	6/28	184/18493	2.80815996301795e-07	1.09034073046835e-05	6.07500304159238e-06	ATP13A2/SOD1/MCOLN1/EIF2AK3/MT3/HMOX1	6
GO:0001666	response to hypoxia	7/28	314/18493	3.3175961596006e-07	1.24520442523676e-05	6.93785021446302e-06	UCP2/UCP3/ERO1A/CAT/MT3/SLC11A2/HMOX1	7
GO:0036293	response to decreased oxygen levels	7/28	325/18493	4.18502313451368e-07	1.52010840305239e-05	8.46952050312446e-06	UCP2/UCP3/ERO1A/CAT/MT3/SLC11A2/HMOX1	7
GO:0090066	regulation of anatomical structure size	8/28	497/18493	4.97950461669934e-07	1.75216318700108e-05	9.76244984063423e-06	ATP13A2/SOD2/SOD1/PPP1R15A/GPX1/MT3/MAP1B/HMOX1	8
GO:0071241	cellular response to inorganic substance	6/28	207/18493	5.61181263829308e-07	1.91481849415697e-05	1.06687091943307e-05	ATP13A2/SOD1/MCOLN1/EIF2AK3/MT3/HMOX1	6
GO:0000041	transition metal ion transport	5/28	110/18493	5.98764471103768e-07	1.98296704253777e-05	1.10484094358466e-05	MCOLN1/MT3/SLC11A2/HEPH/FTMT	5
GO:0070482	response to oxygen levels	7/28	349/18493	6.75729168954902e-07	2.17391726926634e-05	1.21123183367555e-05	UCP2/UCP3/ERO1A/CAT/MT3/SLC11A2/HMOX1	7
GO:1990928	response to amino acid starvation	4/28	47/18493	7.16890328486289e-07	2.24227363854323e-05	1.24931764847318e-05	UCP2/EIF2A/EIF2AK3/EIF2AK4	4
GO:0009409	response to cold	4/28	48/18493	7.81249990301855e-07	2.37753375426997e-05	1.32467992665691e-05	UCP2/UCP3/EIF2AK3/EIF2AK4	4
GO:0043558	regulation of translational initiation in response to stress	3/28	14/18493	1.11891886191748e-06	3.31553325926076e-05	1.84730094654521e-05	PPP1R15A/EIF2AK3/EIF2AK4	3
GO:0097755	positive regulation of blood vessel diameter	4/28	57/18493	1.5712257188742e-06	4.53641066526244e-05	2.52753179068563e-05	SOD2/SOD1/GPX1/HMOX1	4
GO:0042542	response to hydrogen peroxide	5/28	141/18493	2.04782753477617e-06	5.67714284535899e-05	3.16310847511822e-05	SOD1/CAT/GPX1/PRDX3/HMOX1	5
