ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	11/13	256/18493	2.19643357326534e-19	1.3749674168641e-16	5.36392198944798e-17	HTR6/CNR1/OPRD1/DRD1/GRM4/HTR4/GNAL/OPRM1/CHRM1/CHRM4/GNAS	11
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	9/13	221/18493	2.89682716799803e-15	9.06706903583384e-13	3.53717843671339e-13	CNR1/OPRD1/DRD1/GRM4/GNAL/OPRM1/CHRM1/CHRM4/GNAS	9
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	6/13	89/18493	1.74861260634314e-11	3.64877163856936e-09	1.42343201639161e-09	OPRD1/GRM4/GNAL/OPRM1/CHRM1/CHRM4	6
GO:0060359	response to ammonium ion	6/13	128/18493	1.61140697533374e-10	2.5218519163973e-08	9.83806363887968e-09	CNR1/DRD1/PENK/OPRM1/CHRM1/CHRM4	6
GO:0019233	sensory perception of pain	5/13	102/18493	5.74565723920913e-09	6.24266936343524e-07	2.43534436239613e-07	CNR1/OPRD1/TRPV1/PENK/OPRM1	5
GO:0098664	G protein-coupled serotonin receptor signaling pathway	4/13	34/18493	6.7273682077638e-09	6.24266936343524e-07	2.43534436239613e-07	HTR6/HTR4/CHRM1/CHRM4	4
GO:0043279	response to alkaloid	5/13	106/18493	6.98062069393717e-09	6.24266936343524e-07	2.43534436239613e-07	CNR1/TRPV1/DRD1/PENK/OPRM1	5
GO:0007210	serotonin receptor signaling pathway	4/13	39/18493	1.19082114201011e-08	9.31817543622912e-07	3.63513822297823e-07	HTR6/HTR4/CHRM1/CHRM4	4
GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway	3/13	10/18493	3.24723293039177e-08	2.25863090491694e-06	8.81120514445486e-07	DRD1/OPRM1/GNAS	3
GO:0071242	cellular response to ammonium ion	4/13	64/18493	9.10964645304871e-08	5.70263867960849e-06	2.22467155484979e-06	DRD1/OPRM1/CHRM1/CHRM4	4
GO:0072347	response to anesthetic	4/13	74/18493	1.643274793251e-07	9.35172745977388e-06	3.64822729219361e-06	CNR1/DRD1/PENK/OPRM1	4
GO:0042391	regulation of membrane potential	6/13	424/18493	2.09971128911977e-07	1.09534938915748e-05	4.27309665855954e-06	CNR1/OPRD1/TRPV1/DRD1/OPRM1/CHRM1	6
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	4/13	97/18493	4.904102337547e-07	2.36151389484955e-05	9.21256471506805e-06	OPRD1/DRD1/OPRM1/CHRM1	4
GO:0007631	feeding behavior	4/13	101/18493	5.76991314838835e-07	2.57997545063651e-05	1.00648109054594e-05	CNR1/OPRD1/DRD1/OPRM1	4
GO:0014072	response to isoquinoline alkaloid	3/13	32/18493	1.33025977089852e-06	5.20464135364044e-05	2.03039649242405e-05	CNR1/PENK/OPRM1	3
GO:0043278	response to morphine	3/13	32/18493	1.33025977089852e-06	5.20464135364044e-05	2.03039649242405e-05	CNR1/PENK/OPRM1	3
