ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032496	response to lipopolysaccharide	17/29	324/18493	3.89548766221051e-23	7.15555772614375e-20	2.67218323162812e-20	TNF/NOS2/IL6/ICAM1/IL1B/CCL3/TLR4/FASLG/VCAM1/CCL2/PTGS2/NLRP3/CXCL2/CASP1/CD14/CASP8/LTF	17
GO:0002237	response to molecule of bacterial origin	17/29	337/18493	7.66940806660637e-23	7.15555772614375e-20	2.67218323162812e-20	TNF/NOS2/IL6/ICAM1/IL1B/CCL3/TLR4/FASLG/VCAM1/CCL2/PTGS2/NLRP3/CXCL2/CASP1/CD14/CASP8/LTF	17
GO:0071222	cellular response to lipopolysaccharide	13/29	199/18493	1.01931861569622e-18	6.34016178963048e-16	2.36768043365227e-16	TNF/NOS2/IL6/ICAM1/IL1B/CCL3/TLR4/CCL2/NLRP3/CXCL2/CASP1/CD14/LTF	13
GO:0071219	cellular response to molecule of bacterial origin	13/29	206/18493	1.61087276167675e-18	7.51472143322203e-16	2.80630991639475e-16	TNF/NOS2/IL6/ICAM1/IL1B/CCL3/TLR4/CCL2/NLRP3/CXCL2/CASP1/CD14/LTF	13
GO:0071216	cellular response to biotic stimulus	13/29	229/18493	6.51204659836221e-18	2.43029579050878e-15	9.07573652234902e-16	TNF/NOS2/IL6/ICAM1/IL1B/CCL3/TLR4/CCL2/NLRP3/CXCL2/CASP1/CD14/LTF	13
GO:0050727	regulation of inflammatory response	14/29	425/18493	5.25422930661019e-16	1.63406531435577e-13	6.10228035258938e-14	TNF/NOS2/IL6/IL1B/CCL3/TLR4/TNFRSF1A/MAPK7/MMP3/IL1R1/MMP9/PTGS2/TLR3/NLRP3	14
GO:0001819	positive regulation of cytokine production	13/29	422/18493	1.84557709127487e-14	4.91978121759843e-12	1.8372511795849e-12	TNF/IL6/IL1B/CCL3/TLR4/IFNG/IL1R1/PTGS2/TLR3/NLRP3/CASP1/CYBB/CD14	13
GO:0070266	necroptotic process	7/29	34/18493	5.56856388984689e-14	1.29886752730679e-11	4.85051223036663e-12	TNF/TLR4/FASLG/TLR3/FAS/CD14/CASP8	7
GO:0097300	programmed necrotic cell death	7/29	39/18493	1.58383618756612e-13	3.28382036222042e-11	1.22631527037283e-11	TNF/TLR4/FASLG/TLR3/FAS/CD14/CASP8	7
GO:0071260	cellular response to mechanical stimulus	8/29	78/18493	2.76774187847841e-13	5.16460634524072e-11	1.9286790774239e-11	IL1B/TLR4/TNFRSF1A/PTGS2/TLR3/CASP1/FAS/CASP8	8
GO:0097191	extrinsic apoptotic signaling pathway	10/29	224/18493	9.10658831641583e-13	1.54480852713018e-10	5.76895834016007e-11	TNF/ICAM1/IL1B/FASLG/TNFRSF1A/IFNG/MAPK7/TLR3/FAS/CASP8	10
GO:0070265	necrotic cell death	7/29	53/18493	1.56426062609137e-12	2.43242527357208e-10	9.08368889888147e-11	TNF/TLR4/FASLG/TLR3/FAS/CD14/CASP8	7
GO:0031663	lipopolysaccharide-mediated signaling pathway	7/29	56/18493	2.34616725497635e-12	3.29560053928554e-10	1.23071447904723e-10	TNF/IL1B/CCL3/TLR4/CCL2/CD14/LTF	7
GO:0060759	regulation of response to cytokine stimulus	9/29	165/18493	2.47258346998915e-12	3.29560053928554e-10	1.23071447904723e-10	TNF/IL6/TLR4/TNFRSF1A/IFNG/MAPK7/IL1R1/CASP1/CASP8	9
GO:0034612	response to tumor necrosis factor	10/29	257/18493	3.5824992687779e-12	4.34245703405948e-10	1.62165428811834e-10	TNF/ICAM1/CCL3/VCAM1/TNFRSF1A/CCL2/PTGS2/CASP1/CD14/CASP8	10
GO:0007249	I-kappaB kinase/NF-kappaB signaling	10/29	258/18493	3.72343582770373e-12	4.34245703405948e-10	1.62165428811834e-10	TNF/IL1B/TLR4/FASLG/TNFRSF1A/TLR3/CASP1/CD14/CASP8/LTF	10
GO:0071346	cellular response to interferon-gamma	9/29	178/18493	4.91131568441179e-12	5.39089121594847e-10	2.01318327125734e-10	NOS2/ICAM1/CCL3/TLR4/VCAM1/IFNG/CCL2/TLR3/CASP1	9
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	9/29	181/18493	5.7115053889979e-12	5.92092725326115e-10	2.21112079971731e-10	TNF/IL1B/TLR4/FASLG/TNFRSF1A/TLR3/CASP1/CASP8/LTF	9
GO:1903409	reactive oxygen species biosynthetic process	8/29	115/18493	6.72509692209202e-12	6.60475308243353e-10	2.46648984067863e-10	TNF/NOS2/ICAM1/IL1B/TLR4/IFNG/PTGS2/CYBB	8
GO:0034341	response to interferon-gamma	9/29	198/18493	1.28242581990241e-11	1.19650328996895e-09	4.46824154092314e-10	NOS2/ICAM1/CCL3/TLR4/VCAM1/IFNG/CCL2/TLR3/CASP1	9
GO:0006809	nitric oxide biosynthetic process	7/29	73/18493	1.61932383653048e-11	1.43888489474565e-09	5.37339538738434e-10	TNF/NOS2/ICAM1/IL1B/TLR4/IFNG/PTGS2	7
GO:0031349	positive regulation of defense response	11/29	427/18493	2.08312999394269e-11	1.76687298577139e-09	6.59823950234479e-10	TNF/IL6/IL1B/CCL3/TLR4/TNFRSF1A/PTGS2/TLR3/CD14/CASP8/LTF	11
GO:0050729	positive regulation of inflammatory response	8/29	133/18493	2.18734181610723e-11	1.7745999255896e-09	6.62709511333173e-10	TNF/IL6/IL1B/CCL3/TLR4/TNFRSF1A/PTGS2/TLR3	8
GO:0002718	regulation of cytokine production involved in immune response	7/29	77/18493	2.38005177056407e-11	1.77647064154902e-09	6.63408114574069e-10	TNF/IL6/IL1B/TLR4/IL1R1/TLR3/NLRP3	7
