Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0048518~positive regulation of biological process	21	95.45454545454545	1.306447953142037E-9	4208, 2914, 6722, 1263, 302, 6622, 2624, 7036, 2629, 3902, 3312, 1786, 5660, 3297, 3315, 10015, 10769, 2869, 3958, 11124, 10461	22	5285	16792	3.0328717639975915	2.9682453387414043E-6	2.9682453387414043E-6	2.2796407872505142E-6
GOTERM_BP_ALL	GO:0051128~regulation of cellular component organization	16	72.72727272727273	2.9680559024091136E-9	4208, 6722, 302, 6622, 2624, 7036, 2629, 950, 3312, 1786, 3297, 10015, 10769, 3958, 11124, 10461	22	2323	16792	5.257151802136735	6.743400305597724E-6	3.3717058369742148E-6	5.179005591049446E-6
GOTERM_BP_ALL	GO:0048522~positive regulation of cellular process	20	90.9090909090909	4.0774051709995995E-9	4208, 2914, 6722, 1263, 302, 6622, 2624, 7036, 2629, 3312, 1786, 5660, 3297, 3315, 10015, 10769, 2869, 3958, 11124, 10461	22	4744	16792	3.217844550053656	9.263821703964226E-6	3.0879501033975743E-6	7.114725841805836E-6
GOTERM_BP_ALL	GO:0010941~regulation of cell death	13	59.09090909090909	3.6201969607553124E-8	2914, 4208, 1263, 6622, 2629, 5660, 3315, 3297, 10769, 2869, 3958, 11124, 10461	22	1509	16792	6.5755768419784335	8.224749400997933E-5	2.0562507718868694E-5	6.316934639816196E-5
GOTERM_BP_ALL	GO:0060548~negative regulation of cell death	11	50.0	3.705411519779466E-8	4208, 10769, 1263, 6622, 2629, 2869, 3958, 5660, 3297, 3315, 10461	22	897	16792	9.360089186176141	8.418340771898514E-5	1.683724852008517E-5	6.465626721796625E-5
GOTERM_BP_ALL	GO:0008219~cell death	14	63.63636363636363	5.829542617504769E-8	2914, 4208, 1263, 6622, 2629, 5660, 3315, 3297, 10015, 10769, 2869, 3958, 11124, 10461	22	1958	16792	5.457516946791717	1.3243844133536964E-4	2.2074291705975746E-5	1.0172052335999382E-4
GOTERM_BP_ALL	GO:0051246~regulation of protein metabolic process	15	68.18181818181817	1.1145875843060156E-7	2914, 4208, 1263, 302, 6622, 2624, 7036, 2629, 3902, 1786, 5660, 3315, 3297, 10769, 11124	22	2512	16792	4.55775911986103	2.53202252197271E-4	3.6175676115801636E-5	1.9448589765325153E-4
GOTERM_BP_ALL	GO:0010646~regulation of cell communication	16	72.72727272727273	1.1685863934188956E-7	2914, 4208, 6722, 1263, 302, 6622, 2624, 7036, 2629, 5660, 3315, 3297, 10769, 2869, 3958, 11124	22	3020	16792	4.043829018663455	2.6546760128887126E-4	3.318730479540122E-5	2.0390821389160152E-4
GOTERM_BP_ALL	GO:0023051~regulation of signaling	16	72.72727272727273	1.4660778503271908E-7	2914, 4208, 6722, 1263, 302, 6622, 2624, 7036, 2629, 5660, 3315, 3297, 10769, 2869, 3958, 11124	22	3070	16792	3.9779686111933668	3.330374427046312E-4	3.70096386808072E-5	2.558178363698538E-4
GOTERM_BP_ALL	GO:0048523~negative regulation of cellular process	18	81.81818181818183	1.7001700369241552E-7	4208, 6722, 1263, 302, 6622, 2624, 2629, 3902, 3312, 1786, 5660, 3297, 3315, 10769, 2869, 3958, 11124, 10461	22	4300	16792	3.195095137420719	3.862040692399482E-4	3.862712047741912E-5	2.9666483025714285E-4
