Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0045333~cellular respiration	18	51.42857142857142	1.6366932545788692E-25	1351, 9377, 3420, 1350, 1340, 4728, 1329, 10891, 1327, 54205, 6392, 6390, 3419, 6391, 1349, 1337, 1345, 3421	35	174	16792	49.63152709359605	2.276640317119207E-22	2.276640317119207E-22	2.6946060280486026E-22
GOTERM_BP_ALL	GO:0006091~generation of precursor metabolites and energy	20	57.14285714285714	4.462473455594077E-23	1351, 9377, 3420, 1350, 1340, 4728, 1329, 10891, 1327, 4899, 5465, 54205, 6392, 3419, 6390, 6391, 1349, 1337, 1345, 3421	35	379	16792	25.317753486618923	6.207300576731362E-20	3.103650288365681E-20	7.346891569211412E-20
GOTERM_BP_ALL	GO:0022904~respiratory electron transport chain	15	42.857142857142854	1.2320506635389673E-22	9377, 1351, 1350, 1340, 4728, 1329, 10891, 1327, 54205, 6392, 6390, 6391, 1349, 1337, 1345	35	109	16792	66.02359108781127	1.7137824729827034E-19	5.712608243275679E-20	2.028413776097348E-19
GOTERM_BP_ALL	GO:0022900~electron transport chain	15	42.857142857142854	1.6116076543296936E-22	9377, 1351, 1350, 1340, 4728, 1329, 10891, 1327, 54205, 6392, 6390, 6391, 1349, 1337, 1345	35	111	16792	64.83397683397683	2.241746247172604E-19	5.60436561793151E-20	2.653305796951824E-19
GOTERM_BP_ALL	GO:0015980~energy derivation by oxidation of organic compounds	18	51.42857142857142	3.715966736120435E-22	1351, 9377, 3420, 1350, 1340, 4728, 1329, 10891, 1327, 54205, 6392, 6390, 3419, 6391, 1349, 1337, 1345, 3421	35	271	16792	31.86673695308381	5.168909729943525E-19	1.033781945988705E-19	6.117863771458285E-19
GOTERM_MF_ALL	GO:0009055~electron carrier activity	15	42.857142857142854	4.1721096951905666E-22	1351, 3420, 9377, 1350, 54205, 1340, 1329, 6392, 6390, 6391, 1349, 1327, 1337, 1347, 1345	35	119	16881	60.795918367346935	8.928314747707813E-20	8.928314747707813E-20	5.287203491951051E-19
GOTERM_BP_ALL	GO:0006123~mitochondrial electron transport, cytochrome c to oxygen	10	28.57142857142857	2.9690025803821656E-20	1351, 9377, 54205, 1350, 1340, 1329, 1349, 1327, 1337, 1345	35	20	16792	239.88571428571427	4.1298825893115927E-17	6.883137648852654E-18	4.88808286342462E-17
GOTERM_CC_ALL	GO:0044429~mitochondrial part	23	65.71428571428571	3.368364820374642E-20	1351, 9377, 3420, 1350, 1340, 4728, 1329, 51106, 1327, 54205, 23408, 6392, 3419, 6390, 6391, 7019, 1349, 1337, 1347, 64216, 1345, 3421, 5442	35	990	18224	12.096738816738815	5.35570006439568E-18	5.35570006439568E-18	4.062903828330263E-17
GOTERM_CC_ALL	GO:0070469~respiratory chain	13	37.142857142857146	1.1084098835689342E-19	1351, 9377, 54205, 1350, 4728, 1329, 6392, 6390, 6391, 1349, 1327, 1337, 1347	35	96	18224	70.50952380952381	1.7623717148746055E-17	8.811858574373028E-18	1.336958138284571E-16
GOTERM_BP_ALL	GO:0042775~mitochondrial ATP synthesis coupled electron transport	13	37.142857142857146	1.4919761193566386E-19	1351, 9377, 54205, 1350, 1340, 4728, 1329, 6392, 6391, 1349, 1327, 1337, 1345	35	91	16792	68.53877551020409	2.0753387820250843E-16	2.964769688607263E-17	2.456347781525747E-16
GOTERM_BP_ALL	GO:0042773~ATP synthesis coupled electron transport	13	37.142857142857146	1.713512373507002E-19	1351, 9377, 54205, 1350, 1340, 4728, 1329, 6392, 6391, 1349, 1327, 1337, 1345	35	92	16792	67.79378881987579	2.38349571154824E-16	2.9793696394353E-17	2.8210788783240143E-16
GOTERM_CC_ALL	GO:0005739~mitochondrion	26	74.28571428571429	3.292679993400697E-19	1351, 3420, 1350, 823, 10891, 51106, 6392, 23408, 3419, 6390, 6391, 7019, 1349, 1347, 64216, 1345, 5442, 9377, 1340, 4728, 1329, 1327, 835, 54205, 1337, 3421	35	1700	18224	7.9634285714285715	5.235361189507108E-17	1.7451203965023694E-17	3.9716131903925497E-16
GOTERM_BP_ALL	GO:0006119~oxidative phosphorylation	13	37.142857142857146	1.2894770704628117E-18	1351, 9377, 54205, 1350, 1340, 4728, 1329, 6392, 6391, 1349, 1327, 1337, 1345	35	108	16792	57.75026455026455	1.793662605013771E-15	1.992958450015301E-16	2.1229590073636547E-15
