Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0016236~macroautophagy	18	37.5	2.497913134505521E-21	84557, 81631, 8408, 55054, 83734, 10533, 664, 665, 23710, 9140, 23192, 8878, 11345, 4077, 11337, 64422, 9474, 23411	48	203	16792	31.019704433497537	7.041617126171064E-18	7.041617126171064E-18	4.4667511869686404E-18
GOTERM_BP_ALL	GO:0006914~autophagy	21	43.75	2.7137526964790473E-20	84557, 81631, 8408, 823, 10891, 55054, 83734, 10533, 664, 665, 207, 23710, 9140, 23192, 8878, 11345, 4077, 11337, 64422, 9474, 23411	48	418	16792	17.57535885167464	7.650068851374434E-17	3.825034425687217E-17	4.852714015828536E-17
GOTERM_BP_ALL	GO:0031667~response to nutrient levels	18	37.5	2.9553295437886863E-16	84557, 81631, 8408, 6648, 10891, 2309, 5629, 10533, 207, 23710, 51738, 32, 468, 1649, 11345, 3155, 9474, 23411	48	404	16792	15.586633663366337	9.389156119254949E-13	3.1297187064183163E-13	5.995204332975845E-13
GOTERM_BP_ALL	GO:0009991~response to extracellular stimulus	18	37.5	1.0056567739999745E-15	84557, 81631, 8408, 6648, 10891, 2309, 5629, 10533, 207, 23710, 51738, 32, 468, 1649, 11345, 3155, 9474, 23411	48	435	16792	14.475862068965519	2.8167468357764847E-12	7.042144645197368E-13	1.787459069646502E-12
GOTERM_BP_ALL	GO:0007005~mitochondrion organization	20	41.66666666666667	3.176672857749778E-15	84557, 81631, 6648, 10891, 4704, 10533, 664, 665, 207, 23710, 9140, 23192, 8878, 11345, 3155, 2101, 64422, 9474, 79594, 23410	48	653	16792	10.714650331801941	9.076184248613117E-12	1.815214645262131E-12	5.7620574978045624E-12
GOTERM_BP_ALL	GO:0061726~mitochondrion disassembly	10	20.833333333333336	3.212099574767497E-14	9140, 84557, 10891, 23192, 11345, 8878, 664, 64422, 23710, 9474	48	56	16792	62.4702380952381	9.044887061548934E-11	1.50748302729653E-11	5.737632591262809E-11
GOTERM_BP_ALL	GO:0000422~mitophagy	10	20.833333333333336	3.212099574767497E-14	9140, 84557, 10891, 23192, 11345, 8878, 664, 64422, 23710, 9474	48	56	16792	62.4702380952381	9.044887061548934E-11	1.50748302729653E-11	5.737632591262809E-11
GOTERM_BP_ALL	GO:0042594~response to starvation	12	25.0	3.2837081316276757E-13	84557, 81631, 8408, 10891, 468, 1649, 11345, 3155, 10533, 23710, 9474, 23411	48	153	16792	27.437908496732028	9.25770793358538E-10	1.3225298634012006E-10	5.872524688754766E-10
GOTERM_BP_ALL	GO:1903008~organelle disassembly	10	20.833333333333336	6.554233635360939E-13	9140, 84557, 10891, 23192, 11345, 8878, 664, 64422, 23710, 9474	48	77	16792	45.43290043290043	1.847785924269374E-9	2.3097324053367174E-10	1.172117958248009E-9
GOTERM_CC_ALL	GO:0005776~autophagosome	10	20.833333333333336	9.897744742487351E-13	84557, 81631, 8408, 55054, 11345, 8878, 4077, 11337, 23710, 9474	48	87	18224	43.63984674329502	2.9791891176245144E-10	2.9791891176245144E-10	1.3232970275112166E-9
GOTERM_CC_ALL	GO:0005829~cytosol	32	66.66666666666666	1.4094012003086518E-12	84557, 824, 90007, 81631, 823, 10891, 665, 23710, 9140, 8837, 23192, 1649, 11345, 8878, 253260, 4077, 9474, 8408, 83734, 2309, 55054, 5566, 23645, 10533, 207, 208, 10628, 8452, 32, 2547, 11337, 64422	48	3399	18224	3.5743846229283123	4.242378670582525E-10	2.1211898904027748E-10	1.884381539696278E-9
GOTERM_MF_ALL	GO:0019899~enzyme binding	25	52.083333333333336	4.964185230329073E-12	84557, 81631, 90007, 4209, 10891, 664, 23710, 1051, 8837, 11345, 8878, 253260, 4077, 8408, 2309, 23645, 5566, 207, 10628, 8452, 64422, 11337, 23411, 23410, 79594	48	1789	16881	4.914582168809391	1.4247082402718547E-9	1.4247082402718547E-9	6.588762868631193E-9
GOTERM_BP_ALL	GO:0000045~autophagosome assembly	9	18.75	6.0746942027176375E-12	9140, 84557, 81631, 23192, 55054, 11345, 64422, 23710, 9474	48	62	16792	50.78225806451613	1.7124568763016157E-8	1.9027298625573508E-9	1.0862732935379427E-8
GOTERM_BP_ALL	GO:1905037~autophagosome organization	9	18.75	7.91939047747091E-12	9140, 84557, 81631, 23192, 55054, 11345, 64422, 23710, 9474	48	64	16792	49.1953125	2.232490925457853E-8	2.232490969866774E-9	1.416149419952717E-8
GOTERM_BP_ALL	GO:0006950~response to stress	33	68.75	1.521068851360533E-11	824, 84557, 81631, 10891, 2033, 664, 665, 23710, 9140, 1051, 8837, 1649, 11345, 8878, 3155, 253260, 4077, 9474, 8408, 6648, 83734, 2309, 5566, 23645, 10533, 207, 51738, 10628, 468, 2547, 143686, 23411, 79594	48	3677	16792	3.1396518901278214	4.2879023220976364E-8	3.898093070553443E-9	2.719970915165959E-8
GOTERM_BP_ALL	GO:0006915~apoptotic process	24	50.0	2.931039364721876E-11	4209, 6648, 10891, 2033, 2309, 23645, 10533, 664, 665, 207, 208, 51738, 1051, 10628, 8837, 8452, 468, 1649, 8878, 11337, 64422, 9474, 23411, 79594	48	1747	16792	4.805953062392673	8.262613526710538E-8	6.885511494303387E-9	5.2412729711903694E-8
GOTERM_BP_ALL	GO:0033554~cellular response to stress	24	50.0	3.9664407396846115E-11	84557, 81631, 8408, 6648, 10891, 83734, 2033, 2309, 23645, 10533, 664, 665, 207, 23710, 1051, 468, 1649, 8878, 11345, 2547, 4077, 9474, 23411, 79594	48	1773	16792	4.735476593344614	1.1181388914760504E-7	8.601068857139182E-9	7.09275749244398E-8
