Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0031966~mitochondrial membrane	9	69.23076923076923	1.7759691063691465E-9	10730, 9512, 23203, 115209, 4976, 65018, 192111, 55486, 55626	13	691	18224	18.2584882555939	2.3797983794704436E-7	2.3797983794704436E-7	2.0793586852363433E-6
GOTERM_CC_ALL	GO:0005740~mitochondrial envelope	9	69.23076923076923	2.7996128341232877E-9	10730, 9512, 23203, 115209, 4976, 65018, 192111, 55486, 55626	13	732	18224	17.235813366960908	3.7514805539817786E-7	1.8757404529612387E-7	3.277871862827908E-6
GOTERM_CC_ALL	GO:0031967~organelle envelope	10	76.92307692307693	2.826404377178113E-9	10730, 9512, 23203, 115209, 4976, 59343, 65018, 192111, 55486, 55626	13	1149	18224	12.20057575148959	3.787381094300102E-7	1.2624605238986675E-7	3.3092401152678974E-6
GOTERM_CC_ALL	GO:0031975~envelope	10	76.92307692307693	2.937141304280824E-9	10730, 9512, 23203, 115209, 4976, 59343, 65018, 192111, 55486, 55626	13	1154	18224	12.147713638181576	3.935768584373278E-7	9.839422909774242E-8	3.438894335960896E-6
GOTERM_CC_ALL	GO:0044429~mitochondrial part	9	69.23076923076923	3.0037426668241117E-8	10730, 9512, 23203, 115209, 4976, 65018, 192111, 55486, 55626	13	990	18224	12.744055944055944	4.025007132146818E-6	8.050027224815182E-7	3.516872719711017E-5
GOTERM_CC_ALL	GO:0005743~mitochondrial inner membrane	7	53.84615384615385	3.285363700235312E-7	10730, 9512, 23203, 115209, 4976, 65018, 55486	13	499	18224	19.665176506859872	4.402291177463269E-5	7.337286550557209E-6	3.8465969929291077E-4
GOTERM_MF_ALL	GO:0004175~endopeptidase activity	7	53.84615384615385	4.904910224459611E-7	10730, 9512, 23203, 115209, 59343, 205564, 55486	13	495	16881	18.363170163170164	4.512416700763744E-5	4.512416700763744E-5	5.358517509934657E-4
GOTERM_CC_ALL	GO:0019866~organelle inner membrane	7	53.84615384615385	6.269160612574351E-7	10730, 9512, 23203, 115209, 4976, 65018, 55486	13	557	18224	17.617456152465127	8.400325007429377E-5	1.2000896352226675E-5	7.340099312691528E-4
GOTERM_CC_ALL	GO:0005739~mitochondrion	9	69.23076923076923	1.9820159445595365E-6	10730, 9512, 23203, 115209, 4976, 65018, 192111, 55486, 55626	13	1700	18224	7.421538461538461	2.6555513376935735E-4	3.3198248898136384E-5	0.0023205799338232858
GOTERM_BP_ALL	GO:0007005~mitochondrion organization	7	53.84615384615385	2.5557929457779785E-6	10730, 23203, 115209, 4976, 65018, 55486, 55626	13	653	16792	13.846625044174814	0.0021981211240008625	0.0021981211240008625	0.00396094277236303
GOTERM_BP_ALL	GO:0010823~negative regulation of mitochondrion organization	4	30.76923076923077	3.38614895500763E-6	115209, 4976, 65018, 55486	13	43	16792	120.15742397137745	0.002911233304208616	0.0014566776069295795	0.005247788761320038
GOTERM_BP_ALL	GO:0006508~proteolysis	9	69.23076923076923	3.585037123325243E-6	10730, 9512, 23203, 115209, 59343, 205564, 65018, 9817, 55486	13	1693	16792	6.866645463219592	0.0030819634661291007	0.0010283783548925562	0.005556013822793915
GOTERM_MF_ALL	GO:0070011~peptidase activity, acting on L-amino acid peptides	7	53.84615384615385	3.964670180536865E-6	10730, 9512, 23203, 115209, 59343, 205564, 55486	13	708	16881	12.83865710560626	3.646838663304841E-4	1.8235856048753885E-4	0.004331249166211748
