Annotation Cluster 1	Enrichment Score: 5.369824183264676
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0019432~triglyceride biosynthetic process	8	100.0	2.4991113044974684E-19	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	40	16792	419.8	1.0246356348439621E-16	1.0246356348439621E-16	3.498299097563276E-16
GOTERM_BP_ALL	GO:0046460~neutral lipid biosynthetic process	8	100.0	3.616361064155161E-19	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	42	16792	399.8095238095238	1.482708036303616E-16	7.41354018151808E-17	5.062244576473918E-16
GOTERM_BP_ALL	GO:0046463~acylglycerol biosynthetic process	8	100.0	3.616361064155161E-19	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	42	16792	399.8095238095238	1.482708036303616E-16	7.41354018151808E-17	5.062244576473918E-16
GOTERM_BP_ALL	GO:0006641~triglyceride metabolic process	8	100.0	2.655938366522979E-16	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	103	16792	163.02912621359224	9.103828801926284E-14	3.0309088572266774E-14	3.1086244689504383E-13
GOTERM_BP_ALL	GO:0006639~acylglycerol metabolic process	8	100.0	7.067262683463214E-16	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	118	16792	142.3050847457627	2.731148640577885E-13	6.827871601444713E-14	9.325873406851315E-13
GOTERM_BP_ALL	GO:0006638~neutral lipid metabolic process	8	100.0	7.508966601179202E-16	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	119	16792	141.109243697479	3.1863400806741993E-13	6.372680161348399E-14	1.0880185641326534E-12
GOTERM_BP_ALL	GO:0045017~glycerolipid biosynthetic process	8	100.0	3.4031741292201485E-14	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	203	16792	82.7192118226601	1.3974377210956845E-11	2.3290258610586534E-12	4.7706283368142977E-11
GOTERM_BP_ALL	GO:0046486~glycerolipid metabolic process	8	100.0	2.8255183003219163E-12	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	379	16792	44.306068601583114	1.1584622150451196E-9	1.6549461800963172E-10	3.955202831917859E-9
GOTERM_MF_ALL	GO:0008374~O-acyltransferase activity	6	75.0	3.4921794265236136E-12	137964, 8694, 84649, 150763, 84803, 57678	8	49	16881	258.3826530612245	9.079736962291918E-11	9.079736962291918E-11	2.8638758031718226E-9
GOTERM_BP_ALL	GO:0008610~lipid biosynthetic process	8	100.0	9.472217301696544E-11	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	624	16792	26.91025641025641	3.8836068028125226E-8	4.854508572904592E-9	1.325936582752263E-7
GOTERM_MF_ALL	GO:0004366~glycerol-3-phosphate O-acyltransferase activity	4	50.0	1.7461626864962878E-10	137964, 150763, 84803, 57678	8	4	16881	2110.125	4.540024356458616E-9	2.270012178229308E-9	1.4319897490011613E-7
GOTERM_BP_ALL	GO:0046474~glycerophospholipid biosynthetic process	6	75.0	2.32925824264685E-9	137964, 64900, 9663, 150763, 84803, 57678	8	174	16792	72.37931034482759	9.549954197440869E-7	1.0611064726884223E-7	3.2605357858095374E-6
GOTERM_BP_ALL	GO:0044255~cellular lipid metabolic process	8	100.0	3.4998865877728012E-9	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	1043	16792	16.099712368168742	1.4349524800616464E-6	1.4349534072088943E-7	4.899201500041528E-6
GOTERM_BP_ALL	GO:0008654~phospholipid biosynthetic process	6	75.0	7.583742409633565E-9	137964, 64900, 9663, 150763, 84803, 57678	8	220	16792	57.24545454545455	3.1093295667083964E-6	2.826667236943692E-7	1.0615852874540366E-5
GOTERM_MF_ALL	GO:0016747~transferase activity, transferring acyl groups other than amino-acyl groups	6	75.0	8.838305832461664E-9	137964, 8694, 84649, 150763, 84803, 57678	8	228	16881	55.5296052631579	2.297959270647354E-7	7.65986482020864E-8	7.248098654599744E-6
GOTERM_BP_ALL	GO:0016024~CDP-diacylglycerol biosynthetic process	4	50.0	1.2664248291144049E-8	137964, 150763, 84803, 57678	8	13	16792	645.8461538461538	5.192328362491061E-6	4.3269505989318446E-7	1.7727631707042946E-5
GOTERM_BP_ALL	GO:0046341~CDP-diacylglycerol metabolic process	4	50.0	1.611525301518603E-8	137964, 150763, 84803, 57678	8	14	16792	599.7142857142858	6.607231963995375E-6	5.082501625119917E-7	2.255840669818099E-5
GOTERM_MF_ALL	GO:0016746~transferase activity, transferring acyl groups	6	75.0	1.9151764598242313E-8	137964, 8694, 84649, 150763, 84803, 57678	8	266	16881	47.5968045112782	4.979457608467186E-7	1.2448646347085202E-7	1.570593690658484E-5
GOTERM_BP_ALL	GO:0006629~lipid metabolic process	8	100.0	1.92716644390078E-8	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	1330	16792	12.625563909774437	7.901351299688386E-6	5.643843061786669E-7	2.697680487884213E-5
GOTERM_BP_ALL	GO:0044711~single-organism biosynthetic process	8	100.0	2.0311531342386936E-8	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	1340	16792	12.531343283582089	8.327693260867797E-6	5.551817082727339E-7	2.843242806749302E-5
GOTERM_BP_ALL	GO:0006650~glycerophospholipid metabolic process	6	75.0	2.4526355682399926E-8	137964, 64900, 9663, 150763, 84803, 57678	8	278	16792	45.3021582733813	1.0055755410798284E-5	6.284876756801339E-7	3.433241019257238E-5
GOTERM_BP_ALL	GO:0006644~phospholipid metabolic process	6	75.0	1.383396603974533E-7	137964, 64900, 9663, 150763, 84803, 57678	8	393	16792	32.045801526717554	5.6717656177651676E-5	3.3364217685294406E-6	1.936500679811104E-4
GOTERM_BP_ALL	GO:0006654~phosphatidic acid biosynthetic process	4	50.0	2.886784437352139E-7	137964, 150763, 84803, 57678	8	35	16792	239.8857142857143	1.1835117494984893E-4	6.575432770827838E-6	4.040963051954449E-4
GOTERM_BP_ALL	GO:0046473~phosphatidic acid metabolic process	4	50.0	2.886784437352139E-7	137964, 150763, 84803, 57678	8	35	16792	239.8857142857143	1.1835117494984893E-4	6.575432770827838E-6	4.040963051954449E-4
GOTERM_BP_ALL	GO:0090407~organophosphate biosynthetic process	6	75.0	8.944262603909944E-7	137964, 64900, 9663, 150763, 84803, 57678	8	572	16792	22.01748251748252	3.6664769905769834E-4	1.9300599570448718E-5	0.001252026024378683
GOTERM_CC_ALL	GO:0005789~endoplasmic reticulum membrane	6	75.0	9.382601537950025E-6	137964, 8694, 64900, 9663, 84649, 84803	8	999	18224	13.681681681681681	4.2212992804702143E-4	4.2212992804702143E-4	0.008823369282839888
GOTERM_CC_ALL	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network	6	75.0	1.0442479719519157E-5	137964, 8694, 64900, 9663, 84649, 84803	8	1021	18224	13.386875612144957	4.698036486043833E-4	2.3492942021841046E-4	0.00982003168976675
GOTERM_CC_ALL	GO:0044432~endoplasmic reticulum part	6	75.0	2.0970487083772032E-5	137964, 8694, 64900, 9663, 84649, 84803	8	1177	18224	11.612574341546303	9.432366858884711E-4	3.1451113551361765E-4	0.01971962053771703
GOTERM_BP_ALL	GO:0019637~organophosphate metabolic process	6	75.0	2.327389793749155E-5	137964, 64900, 9663, 150763, 84803, 57678	8	1108	16792	11.366425992779785	0.009497024885929406	4.336518185538152E-4	0.03257427621587983
GOTERM_BP_ALL	GO:0044710~single-organism metabolic process	8	100.0	4.836242664362028E-5	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	4063	16792	4.132906719173025	0.019633771346011186	8.258702154304576E-4	0.06767728442936827
GOTERM_CC_ALL	GO:0005783~endoplasmic reticulum	6	75.0	1.1191003000928975E-4	137964, 8694, 64900, 9663, 84649, 84803	8	1660	18224	8.233734939759037	0.0050235725987261	0.0012582660082005592	0.10519451439489069
GOTERM_BP_ALL	GO:0044281~small molecule metabolic process	6	75.0	3.6134473192511626E-4	137964, 8694, 64900, 9663, 84649, 57678	8	1951	16792	6.455151204510508	0.13772248191014036	0.004927092308757208	0.504630436543585
GOTERM_MF_ALL	GO:0003824~catalytic activity	8	100.0	7.301337050974935E-4	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	6018	16881	2.805084745762712	0.018811228148683967	0.0031600647757794587	0.5971948368294178
GOTERM_BP_ALL	GO:0044249~cellular biosynthetic process	8	100.0	8.503569876740396E-4	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	6118	16792	2.7446878064727036	0.29446202775696995	0.010840645988176134	1.1837882053204463
GOTERM_BP_ALL	GO:1901576~organic substance biosynthetic process	8	100.0	9.623059004768761E-4	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	6227	16792	2.696643648626947	0.3261416664430057	0.011890421641032378	1.3386601181881508
GOTERM_MF_ALL	GO:0016740~transferase activity	6	75.0	0.0010484027311628299	137964, 8694, 84649, 150763, 84803, 57678	8	2453	16881	5.1613330615572774	0.026904225948737537	0.0038885300012314605	0.856533537879256
GOTERM_BP_ALL	GO:0009058~biosynthetic process	8	100.0	0.0010675843622234775	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	6320	16792	2.6569620253164556	0.3546376912453637	0.01279808722955178	1.4840983517939277
GOTERM_CC_ALL	GO:0044425~membrane part	8	100.0	0.0013032946922239303	137964, 8694, 64900, 9663, 84649, 150763, 84803, 57678	8	7057	18224	2.5824004534504748	0.05699765760755049	0.011668689047688363	1.2189715983739746
GOTERM_BP_ALL	GO:0006796~phosphate-containing compound metabolic process	6	75.0	0.003139054314680745	137964, 64900, 9663, 150763, 84803, 57678	8	3083	16792	4.084982160233539	0.7244638676176292	0.03615965420693301	4.305574108956167
GOTERM_BP_ALL	GO:0006793~phosphorus metabolic process	6	75.0	0.00316752400722405	137964, 64900, 9663, 150763, 84803, 57678	8	3089	16792	4.077047588216251	0.7276714410503158	0.03548686999615425	4.343823591833518
