Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0006069~ethanol oxidation	4	33.33333333333333	4.5859672449906774E-8	55902, 124, 217, 84532	12	12	16792	466.4444444444444	3.444002176899996E-5	3.444002176899996E-5	6.981005451489608E-5
GOTERM_BP_ALL	GO:0006067~ethanol metabolic process	4	33.33333333333333	7.58226766427058E-8	55902, 124, 217, 84532	12	14	16792	399.8095238095238	5.694121114274697E-5	2.8471010870667612E-5	1.1542132284381168E-4
GOTERM_BP_ALL	GO:0044710~single-organism metabolic process	12	100.0	1.647127086856066E-7	55902, 223, 84896, 31, 124, 217, 218, 54541, 1312, 84532, 2182, 2648	12	4063	16792	4.132906719173025	1.2369160397973644E-4	4.123223473373461E-5	2.507343124569239E-4
GOTERM_BP_ALL	GO:0034308~primary alcohol metabolic process	4	33.33333333333333	2.923242726979052E-6	55902, 124, 217, 84532	12	45	16792	124.38518518518518	0.0021929504597821836	5.486890392727428E-4	0.004449825900509907
GOTERM_BP_ALL	GO:0044281~small molecule metabolic process	9	75.0	3.907807152737827E-6	55902, 31, 124, 217, 54541, 1312, 84532, 2182, 2648	12	1951	16792	6.455151204510508	0.0029304666814226055	5.867815575230084E-4	0.005948510390030304
GOTERM_BP_ALL	GO:0035384~thioester biosynthetic process	4	33.33333333333333	8.934219635437444E-6	55902, 31, 84532, 2182	12	65	16792	86.1128205128205	0.006687169618057265	0.0011176464539328634	0.013599288979815327
GOTERM_BP_ALL	GO:0071616~acyl-CoA biosynthetic process	4	33.33333333333333	8.934219635437444E-6	55902, 31, 84532, 2182	12	65	16792	86.1128205128205	0.006687169618057265	0.0011176464539328634	0.013599288979815327
GOTERM_BP_ALL	GO:0035383~thioester metabolic process	4	33.33333333333333	2.8901766066642982E-5	55902, 31, 84532, 2182	12	96	16792	58.30555555555555	0.02147166989718363	0.003095988937353744	0.04398679241187642
GOTERM_BP_ALL	GO:0006637~acyl-CoA metabolic process	4	33.33333333333333	2.8901766066642982E-5	55902, 31, 84532, 2182	12	96	16792	58.30555555555555	0.02147166989718363	0.003095988937353744	0.04398679241187642
GOTERM_BP_ALL	GO:0006732~coenzyme metabolic process	5	41.66666666666667	3.613158658535155E-5	55902, 31, 54541, 84532, 2182	12	315	16792	22.211640211640212	0.026770456777753915	0.0033861679270269507	0.054987328107902744
