Annotation Cluster 1	Enrichment Score: 12.280276122075241
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0045454~cell redox homeostasis	14	36.84210526315789	4.426661503596658E-22	64714, 9588, 51022, 10587, 2936, 2876, 23530, 7295, 7001, 25824, 7296, 30001, 5052, 2745	38	77	16792	80.3444976076555	8.733803146596205E-19	4.366901573298103E-19	7.598771987669602E-19
GOTERM_MF_ALL	GO:0016667~oxidoreductase activity, acting on a sulfur group of donors	8	21.052631578947366	1.6587853355959653E-11	64714, 51022, 10587, 2936, 7295, 7296, 30001, 2745	38	52	16881	68.34412955465586	5.590102825081544E-9	1.3975256507592348E-9	2.2559154544410376E-8
GOTERM_MF_ALL	GO:0015036~disulfide oxidoreductase activity	7	18.421052631578945	5.124386234338692E-11	64714, 51022, 2936, 7295, 7296, 30001, 2745	38	31	16881	100.31154499151103	1.7269193519631187E-8	3.453838770539619E-9	6.969073096385614E-8
GOTERM_MF_ALL	GO:0015035~protein disulfide oxidoreductase activity	5	13.157894736842104	2.0108846303015865E-7	51022, 7295, 7296, 30001, 2745	38	24	16881	92.54934210526315	6.77645227229462E-5	7.529618190282861E-6	2.734761493816684E-4

Annotation Cluster 2	Enrichment Score: 8.838277943595042
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0006979~response to oxidative stress	21	55.26315789473685	1.7170509497158335E-23	4217, 64714, 2395, 51022, 2936, 7295, 7001, 7296, 5052, 30001, 11315, 9588, 1728, 10587, 2950, 7186, 2539, 2876, 4929, 2879, 25824	38	394	16792	23.552765161635055	3.3877415237893396E-20	3.3877415237893396E-20	2.947476026233562E-20
GOTERM_BP_ALL	GO:0045454~cell redox homeostasis	14	36.84210526315789	4.426661503596658E-22	64714, 9588, 51022, 10587, 2936, 2876, 23530, 7295, 7001, 25824, 7296, 30001, 5052, 2745	38	77	16792	80.3444976076555	8.733803146596205E-19	4.366901573298103E-19	7.598771987669602E-19
GOTERM_BP_ALL	GO:0000302~response to reactive oxygen species	17	44.73684210526316	2.0234521850327346E-21	4217, 2395, 51022, 2936, 7295, 7001, 7296, 5052, 30001, 11315, 9588, 1728, 10587, 2950, 7186, 2876, 25824	38	210	16792	35.772431077694236	3.992271161069585E-18	1.3307570536898617E-18	3.47344195383424E-18
GOTERM_MF_ALL	GO:0016209~antioxidant activity	13	34.21052631578947	1.061810775649748E-19	2936, 7295, 7001, 7296, 5052, 11315, 9588, 1728, 10587, 2950, 2876, 2879, 25824	38	81	16881	71.2972709551657	3.5783023139396505E-17	3.5783023139396505E-17	1.4440425166236786E-16
GOTERM_BP_ALL	GO:0098869~cellular oxidant detoxification	13	34.21052631578947	2.0909593182875022E-19	2936, 7295, 7001, 7296, 5052, 11315, 9588, 1728, 10587, 2950, 2876, 2879, 25824	38	85	16792	67.58390092879257	4.125462734981242E-16	1.0313656837453105E-16	3.5893241627466266E-16
GOTERM_BP_ALL	GO:1990748~cellular detoxification	13	34.21052631578947	2.8104091681607273E-19	2936, 7295, 7001, 7296, 5052, 11315, 9588, 1728, 10587, 2950, 2876, 2879, 25824	38	87	16792	66.0302480338778	5.544937288781115E-16	1.1089874577562231E-16	4.824326062328938E-16
GOTERM_BP_ALL	GO:0098754~detoxification	13	34.21052631578947	4.969333617022067E-19	2936, 7295, 7001, 7296, 5052, 11315, 9588, 1728, 10587, 2950, 2876, 2879, 25824	38	91	16792	63.12781954887218	9.804495226384538E-16	1.6340825377307563E-16	8.53031862854919E-16
GOTERM_MF_ALL	GO:0016491~oxidoreductase activity	21	55.26315789473685	6.313881526861447E-18	64714, 2395, 51022, 2936, 7295, 23530, 7001, 7296, 5052, 30001, 2745, 11315, 9588, 1728, 10587, 2950, 2539, 2876, 2879, 25824, 5226	38	757	16881	12.323611207675729	2.1277780745523076E-15	1.0638890372761538E-15	8.586759127711366E-15
GOTERM_BP_ALL	GO:0034599~cellular response to oxidative stress	14	36.84210526315789	9.87894304877667E-16	4217, 64714, 2395, 51022, 7295, 7001, 5052, 11315, 1728, 7186, 2539, 2876, 4929, 25824	38	228	16792	27.13388734995383	1.9714230248268905E-12	2.816635813474022E-13	1.709743457922741E-12
GOTERM_BP_ALL	GO:0055114~oxidation-reduction process	21	55.26315789473685	1.1929431602403863E-15	64714, 2395, 51022, 2936, 7295, 23530, 7001, 7296, 5052, 30001, 2745, 11315, 9588, 1728, 10587, 2539, 2876, 2879, 25824, 5226, 9016	38	983	16792	9.440274133961559	2.4095170303439772E-12	3.0120350658080497E-13	2.098321516541546E-12
GOTERM_BP_ALL	GO:0009636~response to toxic substance	13	34.21052631578947	9.427609473457243E-15	2936, 7295, 7001, 7296, 5052, 11315, 9588, 1728, 10587, 2950, 2876, 2879, 25824	38	202	16792	28.438770192808754	1.8618995234476188E-11	2.0687895840865167E-12	1.6198153929281034E-11
GOTERM_BP_ALL	GO:1901700~response to oxygen-containing compound	23	60.526315789473685	1.1247752942897268E-14	4217, 9612, 8851, 2395, 51022, 2936, 7295, 7001, 7296, 6256, 5052, 30001, 11315, 9588, 1020, 1728, 10587, 2950, 7186, 2539, 2876, 4929, 25824	38	1466	16792	6.932864220578732	2.2123747278612882E-11	2.2123414211705494E-12	1.9251267247000214E-11
GOTERM_BP_ALL	GO:0034614~cellular response to reactive oxygen species	10	26.31578947368421	5.472102391001067E-12	4217, 11315, 2395, 51022, 1728, 7186, 7295, 7001, 25824, 5052	38	125	16792	35.35157894736842	1.0796388560940784E-8	9.81489889362308E-10	9.393308353367047E-9
