Annotation Cluster 1	Enrichment Score: 11.040408194804177
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0035384~thioester biosynthetic process	12	66.66666666666666	1.4537465150715348E-23	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	65	16792	172.225641025641	7.428644692015543E-21	3.7143223460077716E-21	2.0998600994425563E-20
GOTERM_BP_ALL	GO:0071616~acyl-CoA biosynthetic process	12	66.66666666666666	1.4537465150715348E-23	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	65	16792	172.225641025641	7.428644692015543E-21	3.7143223460077716E-21	2.0998600994425563E-20
GOTERM_BP_ALL	GO:0035338~long-chain fatty-acyl-CoA biosynthetic process	11	61.111111111111114	5.763918676028118E-23	2180, 9524, 51703, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	42	16792	244.32804232804233	2.9453624434503685E-20	7.363406108625921E-21	8.325676256997002E-20
GOTERM_BP_ALL	GO:0046949~fatty-acyl-CoA biosynthetic process	11	61.111111111111114	7.507421957048895E-23	2180, 9524, 51703, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	43	16792	238.64599483204134	3.836292620051985E-20	7.67258524010397E-21	1.0844074708932453E-19
GOTERM_BP_ALL	GO:0035336~long-chain fatty-acyl-CoA metabolic process	11	61.111111111111114	1.5941152576664332E-22	2180, 9524, 51703, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	46	16792	223.08212560386477	8.145928966675474E-20	1.3576548277792458E-20	2.302615338219136E-19
GOTERM_BP_ALL	GO:0035337~fatty-acyl-CoA metabolic process	11	61.111111111111114	3.209668655545724E-22	2180, 9524, 51703, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	49	16792	209.42403628117916	1.640140682983865E-19	2.3430581185483784E-20	4.636196938281396E-19
GOTERM_BP_ALL	GO:0035383~thioester metabolic process	12	66.66666666666666	1.4164777537167808E-21	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	96	16792	116.6111111111111	7.23820132149275E-19	9.047751651865938E-20	2.0460273410399375E-18
GOTERM_BP_ALL	GO:0006637~acyl-CoA metabolic process	12	66.66666666666666	1.4164777537167808E-21	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	96	16792	116.6111111111111	7.23820132149275E-19	9.047751651865938E-20	2.0460273410399375E-18
GOTERM_BP_ALL	GO:0009108~coenzyme biosynthetic process	12	66.66666666666666	1.3636732076077489E-19	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	143	16792	78.28438228438229	6.968370090875597E-17	5.8069750757296645E-18	1.9697539616756718E-16
GOTERM_BP_ALL	GO:0051188~cofactor biosynthetic process	12	66.66666666666666	2.212545350337838E-18	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	183	16792	61.17304189435337	1.1306106740226352E-15	8.075790528733108E-17	3.1959049608816842E-15
GOTERM_BP_ALL	GO:0044272~sulfur compound biosynthetic process	12	66.66666666666666	7.490478161617827E-18	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	204	16792	54.87581699346405	3.82763434058671E-15	2.5517562270578066E-16	1.081960029087542E-14
GOTERM_BP_ALL	GO:0006633~fatty acid biosynthetic process	11	61.111111111111114	3.092513260119582E-17	9524, 32, 31, 4706, 79071, 51144, 54898, 2181, 37, 64834, 83401	18	145	16792	70.77088122605365	1.5802742759211065E-14	9.876714224506915E-16	4.466972154084638E-14
GOTERM_BP_ALL	GO:0072330~monocarboxylic acid biosynthetic process	11	61.111111111111114	3.9371373171358477E-16	9524, 32, 31, 4706, 79071, 51144, 54898, 2181, 37, 64834, 83401	18	186	16792	55.17084826762247	2.26929586233382E-13	1.2656542480726785E-14	6.439293542825908E-13
GOTERM_BP_ALL	GO:0006732~coenzyme metabolic process	12	66.66666666666666	9.439763335320404E-16	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	315	16792	35.53862433862434	5.105915690251095E-13	2.6867397195928788E-14	1.4432899320127035E-12
GOTERM_BP_ALL	GO:0006790~sulfur compound metabolic process	12	66.66666666666666	6.031395694576177E-15	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	372	16792	30.093189964157705	3.063549414150657E-12	1.532107773982716E-13	8.659739592076221E-12
GOTERM_BP_ALL	GO:0051186~cofactor metabolic process	12	66.66666666666666	8.752533948249774E-15	2180, 9524, 51703, 32, 31, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	385	16792	29.077056277056275	4.4818593281092944E-12	2.1338486533295509E-13	1.2667644710973036E-11
GOTERM_BP_ALL	GO:0001676~long-chain fatty acid metabolic process	9	50.0	1.1630997097781146E-14	2180, 1374, 51703, 79071, 54898, 23305, 2181, 64834, 83401	18	90	16792	93.28888888888889	5.9569016386262774E-12	2.707833957060757E-13	1.6842083283563625E-11
GOTERM_BP_ALL	GO:0046394~carboxylic acid biosynthetic process	11	61.111111111111114	1.2715142810690765E-14	9524, 32, 31, 4706, 79071, 51144, 54898, 2181, 37, 64834, 83401	18	262	16792	39.167090754877016	6.5242256042097324E-12	2.836619827917275E-13	1.844080443902385E-11
GOTERM_BP_ALL	GO:0016053~organic acid biosynthetic process	11	61.111111111111114	2.3099075842344677E-14	9524, 32, 31, 4706, 79071, 51144, 54898, 2181, 37, 64834, 83401	18	278	16792	36.91286970423662	1.1800338484135864E-11	4.720668300706166E-13	3.33510996597397E-11
GOTERM_BP_ALL	GO:0008610~lipid biosynthetic process	12	66.66666666666666	1.7286460151527885E-12	2180, 9524, 32, 31, 4706, 79071, 51144, 54898, 2181, 37, 64834, 83401	18	624	16792	17.94017094017094	8.833234144134394E-10	3.2715719022746725E-11	2.496891582381977E-9
GOTERM_BP_ALL	GO:0044283~small molecule biosynthetic process	11	61.111111111111114	6.356052227052998E-12	9524, 32, 31, 4706, 79071, 51144, 54898, 2181, 37, 64834, 83401	18	488	16792	21.028233151183972	3.24792970296528E-9	1.159974338804659E-10	9.180944893216747E-9
GOTERM_BP_ALL	GO:0030497~fatty acid elongation	5	27.77777777777778	3.539856381128001E-10	9524, 79071, 54898, 64834, 83401	18	12	16792	388.70370370370375	1.8088663478188494E-7	5.652707857350947E-9	5.11313535955793E-7
GOTERM_BP_ALL	GO:0042761~very long-chain fatty acid biosynthetic process	5	27.77777777777778	5.109958985749645E-10	9524, 79071, 54898, 64834, 83401	18	13	16792	358.8034188034188	2.611188771872719E-7	7.91269427757868E-9	7.381066202682973E-7
GOTERM_BP_ALL	GO:0044711~single-organism biosynthetic process	12	66.66666666666666	6.3390344712527705E-9	2180, 9524, 32, 31, 4706, 79071, 51144, 54898, 2181, 37, 64834, 83401	18	1340	16792	8.354228855721392	3.2392414034410066E-6	8.754720293158158E-8	9.15640033793963E-6
GOTERM_CC_ALL	GO:0005789~endoplasmic reticulum membrane	10	55.55555555555556	7.035504009086827E-8	2180, 9524, 51703, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	999	18224	10.134579023467913	6.542997556535646E-6	6.543016821680681E-7	7.702104138918031E-5
GOTERM_CC_ALL	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network	10	55.55555555555556	8.488255744868525E-8	2180, 9524, 51703, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	1021	18224	9.916204157144412	7.89404701762031E-6	7.176432129663013E-7	9.292500557922523E-5
GOTERM_BP_ALL	GO:0036109~alpha-linolenic acid metabolic process	4	22.22222222222222	2.449511439965085E-7	2180, 54898, 64834, 83401	18	13	16792	287.042735042735	1.2516221648828374E-4	2.9109271569849327E-6	3.5381841426707084E-4
GOTERM_CC_ALL	GO:0044432~endoplasmic reticulum part	10	55.55555555555556	2.873616963740632E-7	2180, 9524, 51703, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	1177	18224	8.601906919663929	2.6724284498236273E-5	2.227050986625123E-6	3.1458831062369796E-4
GOTERM_BP_ALL	GO:0043651~linoleic acid metabolic process	4	22.22222222222222	5.809456323225061E-7	2180, 54898, 64834, 83401	18	17	16792	219.50326797385617	2.9681924482516386E-4	6.5969405596000286E-6	8.391420214581835E-4
GOTERM_BP_ALL	GO:0033559~unsaturated fatty acid metabolic process	5	27.77777777777778	4.637778015785364E-6	2180, 79071, 54898, 64834, 83401	18	115	16792	40.56038647342995	0.002367104041863355	4.471428446783943E-5	0.006698816674455266
GOTERM_CC_ALL	GO:0005783~endoplasmic reticulum	10	55.55555555555556	5.220075793768602E-6	2180, 9524, 51703, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	1660	18224	6.099062918340027	4.8535049523290574E-4	3.0341309437464936E-5	0.005714521307653708
GOTERM_CC_ALL	GO:0030176~integral component of endoplasmic reticulum membrane	5	27.77777777777778	8.913162911631135E-6	9524, 79071, 54898, 64834, 83401	18	147	18224	34.4368858654573	8.285843791946412E-4	4.875927269687441E-5	0.009757238365315501
GOTERM_CC_ALL	GO:0031227~intrinsic component of endoplasmic reticulum membrane	5	27.77777777777778	1.01738539813917E-5	9524, 79071, 54898, 64834, 83401	18	152	18224	33.30409356725146	9.457257526401808E-4	5.256379810802958E-5	0.01113724689344453
GOTERM_BP_ALL	GO:0044249~cellular biosynthetic process	15	83.33333333333334	1.414273354185487E-4	9524, 51703, 4706, 788, 79071, 54898, 37, 83401, 2180, 32, 31, 51144, 23305, 64834, 2181	18	6118	16792	2.287239838727253	0.06972448062030479	0.001165038223672199	0.204090219397024
GOTERM_BP_ALL	GO:1901576~organic substance biosynthetic process	15	83.33333333333334	1.7623306420195406E-4	9524, 51703, 4706, 788, 79071, 54898, 37, 83401, 2180, 32, 31, 51144, 23305, 64834, 2181	18	6227	16792	2.247203040522456	0.08612641989904413	0.0014285505866095116	0.25425800700673573
GOTERM_BP_ALL	GO:0009058~biosynthetic process	15	83.33333333333334	2.1186115624060824E-4	9524, 51703, 4706, 788, 79071, 54898, 37, 83401, 2180, 32, 31, 51144, 23305, 64834, 2181	18	6320	16792	2.2141350210970465	0.10261699226465737	0.001639147863895185	0.30558680808548955
GOTERM_CC_ALL	GO:0012505~endomembrane system	11	61.111111111111114	8.258906310210258E-4	2180, 9524, 51703, 32, 79071, 51144, 54898, 23305, 2181, 64834, 83401	18	3878	18224	2.871812503581457	0.07396158803465247	0.0030688639244567106	0.9004375823236654
GOTERM_CC_ALL	GO:0016021~integral component of membrane	13	72.22222222222221	0.0013348468123310336	9524, 1374, 51703, 788, 79071, 54898, 83401, 2180, 1375, 51144, 23305, 64834, 2181	18	5872	18224	2.2414471692400846	0.11681773301004328	0.004274413811875877	1.4516579674525798
GOTERM_CC_ALL	GO:0031224~intrinsic component of membrane	13	72.22222222222221	0.0016014237962396801	9524, 1374, 51703, 788, 79071, 54898, 83401, 2180, 1375, 51144, 23305, 64834, 2181	18	5981	18224	2.2005981905664234	0.13847550674133502	0.004956071032924947	1.7392586293867751
GOTERM_CC_ALL	GO:0044425~membrane part	14	77.77777777777779	0.001772513816593094	9524, 1374, 51703, 4706, 788, 79071, 54898, 83401, 2180, 1375, 51144, 23305, 64834, 2181	18	7057	18224	2.008533686017036	0.1520978608131648	0.00530812160298233	1.923439684767314
GOTERM_MF_ALL	GO:0097367~carbohydrate derivative binding	7	38.88888888888889	0.018249315676020388	2180, 51703, 32, 31, 51144, 23305, 2181	18	2241	16881	2.9294213892607464	0.8656826296940318	0.12526706493583095	18.758123842861195
GOTERM_MF_ALL	GO:0005515~protein binding	13	72.22222222222221	0.38640285802051166	9524, 1374, 4706, 79071, 54898, 83401, 1375, 32, 31, 51144, 23305, 64834, 2181	18	10806	16881	1.12824665309396	1.0	0.8506311289298508	99.59496729799045
GOTERM_MF_ALL	GO:0005488~binding	16	88.88888888888889	0.5287157582403088	1374, 9524, 51703, 4706, 79071, 54898, 37, 83401, 2180, 1375, 32, 31, 51144, 23305, 2181, 64834	18	14381	16881	1.0434137635305842	1.0	0.9408445968975842	99.97935156051892

Annotation Cluster 2	Enrichment Score: 7.127923105092765
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0006631~fatty acid metabolic process	17	94.44444444444444	3.118961912643547E-26	1374, 9524, 51703, 4706, 79071, 54898, 37, 83401, 2180, 1376, 1375, 32, 31, 51144, 23305, 2181, 64834	18	366	16792	43.33090467516697	1.5937895373608526E-23	1.5937895373608526E-23	4.5051758364620725E-23
GOTERM_BP_ALL	GO:0032787~monocarboxylic acid metabolic process	17	94.44444444444444	3.0346634419528296E-23	1374, 9524, 51703, 4706, 79071, 54898, 37, 83401, 2180, 1376, 1375, 32, 31, 51144, 23305, 2181, 64834	18	559	16792	28.370502882130786	1.550713018837896E-20	5.16904339612632E-21	4.3834111455670055E-20
GOTERM_BP_ALL	GO:0019752~carboxylic acid metabolic process	17	94.44444444444444	1.6542878863150296E-20	1374, 9524, 51703, 4706, 79071, 54898, 37, 83401, 2180, 1376, 1375, 32, 31, 51144, 23305, 2181, 64834	18	826	16792	19.19989238633306	8.453411099069802E-18	9.392678998966447E-19	2.3895315238593434E-17
GOTERM_BP_ALL	GO:0043436~oxoacid metabolic process	17	94.44444444444444	1.8230354448162228E-20	1374, 9524, 51703, 4706, 79071, 54898, 37, 83401, 2180, 1376, 1375, 32, 31, 51144, 23305, 2181, 64834	18	831	16792	19.08436956812408	9.315711123010899E-18	9.315711123010899E-19	2.633278464128065E-17
GOTERM_BP_ALL	GO:0006082~organic acid metabolic process	17	94.44444444444444	7.449735983579028E-20	1374, 9524, 51703, 4706, 79071, 54898, 37, 83401, 2180, 1376, 1375, 32, 31, 51144, 23305, 2181, 64834	18	907	16792	17.48523827024378	3.806815087608883E-17	3.4607409887353482E-18	1.0760750365430303E-16
