ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005759	mitochondrial matrix	11/56	462/19659	6.15633428565478e-08	3.99588348666732e-06	3.01388642591567e-06	ACO2/ADHFE1/SLC25A5/GLUD1/CS/PC/D2HGDH/BDH1/ACAT1/MCEE/OXCT1	11
GO:0005743	mitochondrial inner membrane	11/56	463/19659	6.2927299002635e-08	3.99588348666732e-06	3.01388642591567e-06	PSEN1/SLC25A6/SLC25A4/SLC25A5/L2HGDH/SLC25A11/SLC25A10/SLC25A12/SLC25A1/BDH1/GPD2	11
GO:1904813	ficolin-1-rich granule lumen	5/56	124/19659	2.71871526415365e-05	0.00115092279515838	0.000868081014168359	GPI/ALDOA/PGM1/PFKL/ACLY	5
GO:0043209	myelin sheath	5/56	162/19659	9.71859029081885e-05	0.00308565241733498	0.00232734662227504	GPI/ACO2/SLC25A4/SLC25A5/SLC25A12	5
GO:0101002	ficolin-1-rich granule	5/56	185/19659	0.00018102306281461	0.0045979857954911	0.00346802078234306	GPI/ALDOA/PGM1/PFKL/ACLY	5
GO:0045121	membrane raft	5/56	304/19659	0.00171512242855968	0.0281762207787516	0.0212518532189507	PSEN1/SLC25A5/PGK1/HK1/SLC2A1	5
GO:0098857	membrane microdomain	5/56	305/19659	0.00173996448158471	0.0281762207787516	0.0212518532189507	PSEN1/SLC25A5/PGK1/HK1/SLC2A1	5
GO:0097228	sperm principal piece	2/56	22/19659	0.00177488004905522	0.0281762207787516	0.0212518532189507	PFKM/PGAM4	2
GO:0098589	membrane region	5/56	316/19659	0.00203101160878389	0.028659830479506	0.0216166147835479	PSEN1/SLC25A5/PGK1/HK1/SLC2A1	5
GO:0031968	organelle outer membrane	4/56	204/19659	0.00271299766841591	0.0324423945199601	0.0244696054812795	PSEN1/HK1/GPAM/GPAT2	4
GO:0019867	outer membrane	4/56	206/19659	0.00280997117889418	0.0324423945199601	0.0244696054812795	PSEN1/HK1/GPAM/GPAT2	4
GO:0031430	M band	2/56	29/19659	0.00307988902802835	0.0325954922133001	0.0245850790833842	ALDOA/ENO1	2
GO:0044455	mitochondrial membrane part	4/56	234/19659	0.0044274325377372	0.0432526101763558	0.0326231871201689	SLC25A6/SLC25A4/L2HGDH/BDH1	4
