ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045121	membrane raft	8/29	304/19659	9.6533090931537e-09	3.91603069895384e-07	2.70229018992136e-07	TNF/ICAM1/FASLG/TNFRSF1A/PTGS2/FAS/CD14/CASP8	8
GO:0098857	membrane microdomain	8/29	305/19659	9.90381987238377e-09	3.91603069895384e-07	2.70229018992136e-07	TNF/ICAM1/FASLG/TNFRSF1A/PTGS2/FAS/CD14/CASP8	8
GO:0098589	membrane region	8/29	316/19659	1.30534356631795e-08	3.91603069895384e-07	2.70229018992136e-07	TNF/ICAM1/FASLG/TNFRSF1A/PTGS2/FAS/CD14/CASP8	8
GO:0009897	external side of plasma membrane	7/29	359/19659	7.05321299034434e-07	1.58697292282748e-05	1.09510412218504e-05	TNF/ICAM1/TLR4/FASLG/VCAM1/IL1R1/CD14	7
GO:0061702	inflammasome complex	2/29	14/19659	0.000189114256259193	0.00340405661266548	0.00234899813037735	NLRP3/CASP1	2
GO:0036019	endolysosome	2/29	20/19659	0.000392691886712394	0.00589037830068591	0.00406470549404057	CTSB/TLR3	2
GO:0031012	extracellular matrix	5/29	490/19659	0.000682386072742419	0.00877353522097396	0.00605425237470717	ICAM1/CTSB/MMP3/MMP9/TLR3	5
GO:0070820	tertiary granule	3/29	164/19659	0.00177600905290343	0.0199801018451636	0.0137874387001714	MMP9/CYBB/LTF	3
GO:0043235	receptor complex	4/29	396/19659	0.00258523323679575	0.0258523323679575	0.0178396211661929	IL6/TLR4/TNFRSF1A/CD14	4
GO:1904724	tertiary granule lumen	2/29	55/19659	0.0029726038454339	0.0267534346089051	0.0184614344084842	MMP9/LTF	2
GO:0005901	caveola	2/29	77/19659	0.00574083415256933	0.0436206156669228	0.0301007757233736	FASLG/PTGS2	2
GO:0044445	cytosolic part	3/29	250/19659	0.00581608208892304	0.0436206156669228	0.0301007757233736	NLRP3/CASP1/CASP8	3
