ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1990909	Wnt signalosome	5/56	10/19659	3.89347619027948e-11	8.2931042852953e-09	4.79512330802842e-09	GSK3B/CTNNB1/APC/WNT3/FZD1	5
GO:0005741	mitochondrial outer membrane	9/56	180/19659	1.93645909972734e-09	2.06232894120962e-07	1.1924511298321e-07	BAX/BCL2/BID/BCL2L1/BAK1/BMF/BCL2L11/MCL1/MFF	9
GO:0031968	organelle outer membrane	9/56	204/19659	5.81032455347548e-09	3.3692895225213e-07	1.94814368240668e-07	BAX/BCL2/BID/BCL2L1/BAK1/BMF/BCL2L11/MCL1/MFF	9
GO:0019867	outer membrane	9/56	206/19659	6.32730426764563e-09	3.3692895225213e-07	1.94814368240668e-07	BAX/BCL2/BID/BCL2L1/BAK1/BMF/BCL2L11/MCL1/MFF	9
GO:0030877	beta-catenin destruction complex	4/56	12/19659	2.87311029598931e-08	1.22394498609145e-06	7.07692430801577e-07	GSK3B/CTNNB1/APC/GSK3A	4
GO:0098978	glutamatergic synapse	9/56	350/19659	5.8794908428827e-07	2.08721924922336e-05	1.20684285722329e-05	GSK3B/PIN1/DYNLL2/YWHAZ/ITGB1/NRP1/NDRG1/PRKCI/RELA	9
GO:0008385	IkappaB kinase complex	3/56	10/19659	2.59033175024822e-06	7.88200946861245e-05	4.55742578615101e-05	CHUK/IKBKB/IKBKG	3
GO:0046930	pore complex	3/56	18/19659	1.7331576437952e-05	0.000461453222660471	0.000266815058321103	BAX/BCL2/BAK1	3
GO:0098685	Schaffer collateral - CA1 synapse	4/56	82/19659	8.75528755861661e-05	0.00207208472220593	0.00119809198170543	CTNNB1/ITGB1/SYP/PRKCI	4
GO:0002116	semaphorin receptor complex	2/56	11/19659	0.000431174677548382	0.00834910966525503	0.00482750595915413	PLXNA1/NRP1	2
GO:0035631	CD40 receptor complex	2/56	11/19659	0.000431174677548382	0.00834910966525503	0.00482750595915413	CHUK/IKBKB	2
GO:0043235	receptor complex	6/56	396/19659	0.000892554554160211	0.0158428433363437	0.00916042831901269	PLXNA1/ITGB1/NRP1/NTRK2/CHUK/IKBKB	6
GO:0032592	integral component of mitochondrial membrane	3/56	71/19659	0.00109091564165912	0.0159244654054354	0.00920762269550751	BID/BAK1/MFF	3
GO:0098573	intrinsic component of mitochondrial membrane	3/56	72/19659	0.00113605992502431	0.0159244654054354	0.00920762269550751	BID/BAK1/MFF	3
GO:0043209	myelin sheath	4/56	162/19659	0.001169304375376	0.0159244654054354	0.00920762269550751	BCL2/ITGB1/NDRG1/PRKCI	4
GO:0030666	endocytic vesicle membrane	4/56	163/19659	0.00119620397411721	0.0159244654054354	0.00920762269550751	PIK3C3/WNT3/WNT1/ATG5	4
GO:0019898	extrinsic component of membrane	5/56	287/19659	0.00133153537799979	0.0166833550302326	0.00964641728953405	CTNNB1/BCL2L11/PIK3C3/APC/NMT1	5
GO:0005868	cytoplasmic dynein complex	2/56	20/19659	0.00146520084007517	0.0173382099408895	0.0100250583794617	DYNLL2/DYNLL1	2
GO:0005911	cell-cell junction	6/56	442/19659	0.00156759227112611	0.0175735344078874	0.0101611244167177	CTNNB1/PRKCD/ITGB1/APC/NDRG1/PRKCI	6
GO:1902554	serine/threonine protein kinase complex	3/56	87/19659	0.00195911351227991	0.020864558905781	0.0120640147861447	CHUK/IKBKB/IKBKG	3
GO:0005719	nuclear euchromatin	2/56	25/19659	0.00229244879563285	0.0227336616078755	0.0131447413299799	CTNNB1/JUN	2
GO:0032838	plasma membrane bounded cell projection cytoplasm	4/56	196/19659	0.00234807772475709	0.0227336616078755	0.0131447413299799	PIK3C3/DYNLL1/ATG5/MAPK8IP3	4
GO:0031301	integral component of organelle membrane	4/56	204/19659	0.00271299766841591	0.0251247175379386	0.0145272644029593	BID/BAK1/SYP/MFF	4
GO:0098984	neuron to neuron synapse	5/56	342/19659	0.00285899956760828	0.0253736211625235	0.0146711819916741	EEF2K/CTNNB1/DYNLL2/YWHAZ/NTRK2	5
GO:0016342	catenin complex	2/56	29/19659	0.00307988902802835	0.0262406545188016	0.0151725059486028	CTNNB1/APC	2
GO:0000407	phagophore assembly site	2/56	31/19659	0.0035146188982773	0.0278033138397271	0.0160760450667066	PIK3C3/ATG5	2
GO:1902911	protein kinase complex	3/56	107/19659	0.00352436372616259	0.0278033138397271	0.0160760450667066	CHUK/IKBKB/IKBKG	3
GO:0005913	cell-cell adherens junction	3/56	110/19659	0.00380920777283863	0.0282315310020227	0.0163236428328968	CTNNB1/APC/NDRG1	3
GO:0031300	intrinsic component of organelle membrane	4/56	226/19659	0.00391379530238658	0.0282315310020227	0.0163236428328968	BID/BAK1/SYP/MFF	4
GO:0000791	euchromatin	2/56	33/19659	0.00397627197211588	0.0282315310020227	0.0163236428328968	CTNNB1/JUN	2
GO:0033267	axon part	5/56	373/19659	0.00413816589186814	0.0284332043538036	0.0164402515907834	DYNLL1/SYP/NRP1/NTRK2/MAPK8IP3	5
GO:0005923	bicellular tight junction	3/56	122/19659	0.00508728611177101	0.0338622481814758	0.0195793577328029	CTNNB1/APC/PRKCI	3
GO:0044445	cytosolic part	4/56	250/19659	0.00558766854715536	0.0345747487362607	0.0199913298845688	PIN1/CHUK/IKBKB/IKBKG	4
GO:0005925	focal adhesion	5/56	402/19659	0.0056656181051991	0.0345747487362607	0.0199913298845688	CTNNB1/YWHAZ/ITGB1/NRP1/FZD1	5
GO:0070160	tight junction	3/56	127/19659	0.00568723574043046	0.0345747487362607	0.0199913298845688	CTNNB1/APC/PRKCI	3
GO:0005924	cell-substrate adherens junction	5/56	405/19659	0.00584361950472012	0.0345747487362607	0.0199913298845688	CTNNB1/YWHAZ/ITGB1/NRP1/FZD1	5
GO:0030055	cell-substrate junction	5/56	409/19659	0.00608707069115659	0.0350417853301717	0.020261373282086	CTNNB1/YWHAZ/ITGB1/NRP1/FZD1	5
GO:0061695	transferase complex, transferring phosphorus-containing groups	4/56	259/19659	0.00632213962999295	0.0354372563470657	0.020490037027955	PIK3C3/CHUK/IKBKB/IKBKG	4
GO:0097542	ciliary tip	2/56	45/19659	0.00729443503093087	0.0398388374766224	0.0230350579924133	DYNLL2/DYNLL1	2
GO:0043296	apical junction complex	3/56	142/19659	0.00773460348840604	0.0411867635757622	0.0238144370564081	CTNNB1/APC/PRKCI	3
GO:0030286	dynein complex	2/56	47/19659	0.00793603175472714	0.0412286527745581	0.0238386576457786	DYNLL2/DYNLL1	2
GO:0150034	distal axon	4/56	280/19659	0.00827961557879639	0.0419894790067531	0.0242785719979744	SYP/NRP1/NTRK2/MAPK8IP3	4
GO:0005875	microtubule associated complex	3/56	147/19659	0.00850172968217186	0.0421132191233164	0.0243501192855351	DYNLL2/DYNLL1/RANBP9	3
GO:0014704	intercalated disc	2/56	51/19659	0.00929249299543545	0.0439844668450611	0.0254320860927707	CTNNB1/ITGB1	2
GO:0043195	terminal bouton	2/56	51/19659	0.00929249299543545	0.0439844668450611	0.0254320860927707	SYP/NTRK2	2
GO:0030139	endocytic vesicle	4/56	293/19659	0.00967132087226946	0.044782420560726	0.025893467781591	PIK3C3/WNT3/WNT1/ATG5	4
GO:1904115	axon cytoplasm	2/56	53/19659	0.01000678097966	0.0453498797588845	0.0262215761393105	DYNLL1/MAPK8IP3	2
GO:0016328	lateral plasma membrane	2/56	56/19659	0.0111224831365009	0.0486649672485737	0.0281383798768625	CTNNB1/APC	2
GO:0043197	dendritic spine	3/56	164/19659	0.0114366657494869	0.0486649672485737	0.0281383798768625	EEF2K/ITGB1/NTRK2	3
GO:0099568	cytoplasmic region	5/56	479/19659	0.0115880032103729	0.0486649672485737	0.0281383798768625	CTNNB1/PIK3C3/DYNLL1/ATG5/MAPK8IP3	5
GO:0044309	neuron spine	3/56	166/19659	0.0118156967168642	0.0486649672485737	0.0281383798768625	EEF2K/ITGB1/NTRK2	3
GO:0098793	presynapse	5/56	482/19659	0.0118806492813419	0.0486649672485737	0.0281383798768625	CTNNB1/BCL2L1/SYP/MFF/NTRK2	5
