ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005743	mitochondrial inner membrane	7/13	463/19659	5.83332078477857e-09	3.32499284732378e-07	1.65789117041075e-07	OPA1/PARL/PMPCA/PMPCB/PINK1/OMA1/YME1L1	7
GO:0005741	mitochondrial outer membrane	4/13	180/19659	4.55659387755816e-06	0.000110796353645952	5.52447192694498e-05	OPA1/AMBRA1/PINK1/PGAM5	4
GO:0031968	organelle outer membrane	4/13	204/19659	7.4809527799282e-06	0.000110796353645952	5.52447192694498e-05	OPA1/AMBRA1/PINK1/PGAM5	4
GO:0019867	outer membrane	4/13	206/19659	7.77518271199664e-06	0.000110796353645952	5.52447192694498e-05	OPA1/AMBRA1/PINK1/PGAM5	4
GO:0044455	mitochondrial membrane part	3/13	234/19659	0.000435968906514623	0.0049700455342667	0.0024781390475568	OPA1/PMPCB/PINK1	3
GO:0005758	mitochondrial intermembrane space	2/13	77/19659	0.00114854581774035	0.0109111852685333	0.00544048018929639	OPA1/PINK1	2
GO:0031970	organelle envelope lumen	2/13	85/19659	0.0013971618491657	0.0113768893432064	0.00567268720713893	OPA1/PINK1	2
GO:0005742	mitochondrial outer membrane translocase complex	1/13	10/19659	0.00659460938499878	0.0375319864660774	0.0187140098722824	PINK1	1
GO:0032838	plasma membrane bounded cell projection cytoplasm	2/13	196/19659	0.00717586632279167	0.0375319864660774	0.0187140098722824	OPA1/AMBRA1	2
GO:0031932	TORC2 complex	1/13	12/19659	0.00790870439115965	0.0375319864660774	0.0187140098722824	PINK1	1
GO:0097449	astrocyte projection	1/13	12/19659	0.00790870439115965	0.0375319864660774	0.0187140098722824	PINK1	1
GO:0031314	extrinsic component of mitochondrial inner membrane	1/13	13/19659	0.00856514999827074	0.0375319864660774	0.0187140098722824	OPA1	1
GO:0005750	mitochondrial respiratory chain complex III	1/13	15/19659	0.00987683854370458	0.0375319864660774	0.0187140098722824	PMPCB	1
GO:0038201	TOR complex	1/13	15/19659	0.00987683854370458	0.0375319864660774	0.0187140098722824	PINK1	1
GO:0045275	respiratory chain complex III	1/13	15/19659	0.00987683854370458	0.0375319864660774	0.0187140098722824	PMPCB	1
GO:0098799	outer mitochondrial membrane protein complex	1/13	17/19659	0.0111869250269527	0.0393365520942114	0.0196137932879725	PINK1	1
GO:0031307	integral component of mitochondrial outer membrane	1/13	20/19659	0.0131490548087522	0.0393365520942114	0.0196137932879725	PINK1	1
GO:0098798	mitochondrial protein complex	2/13	271/19659	0.0133594865601018	0.0393365520942114	0.0196137932879725	PMPCB/PINK1	2
GO:0000151	ubiquitin ligase complex	2/13	275/19659	0.0137370498223735	0.0393365520942114	0.0196137932879725	KEAP1/PINK1	2
GO:0031306	intrinsic component of mitochondrial outer membrane	1/13	21/19659	0.0138022989804251	0.0393365520942114	0.0196137932879725	PINK1	1
GO:0097386	glial cell projection	1/13	23/19659	0.0151075900328516	0.0410063158034542	0.0204463624504758	PINK1	1
