ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000407	phagophore assembly site	3/6	31/19659	7.07783249130008e-08	3.82202954530204e-06	1.11755249862633e-06	WIPI2/ZFYVE1/ATG13	3
GO:0019898	extrinsic component of membrane	3/6	287/19659	5.96099897394415e-05	0.00150129503724734	0.000438975157089865	WIPI2/ZFYVE1/ATG13	3
GO:0031201	SNARE complex	2/6	47/19659	8.34052798470744e-05	0.00150129503724734	0.000438975157089865	VAMP8/VTI1B	2
GO:0055038	recycling endosome membrane	2/6	77/19659	0.000224839356532477	0.00303533131318844	0.000887523775786093	VAMP8/VTI1B	2
GO:0031902	late endosome membrane	2/6	127/19659	0.000610646762862398	0.0065949850389139	0.00192835819851284	VAMP8/VTI1B	2
GO:0031901	early endosome membrane	2/6	143/19659	0.00077320527072313	0.00695884743650817	0.00203475071242929	VAMP8/VTI1B	2
GO:0055037	recycling endosome	2/6	167/19659	0.00105214678385616	0.00770436746865726	0.00225273902592318	VAMP8/VTI1B	2
GO:0030662	coated vesicle membrane	2/6	174/19659	0.00114138777313441	0.00770436746865726	0.00225273902592318	VAMP8/VTI1B	2
GO:0005770	late endosome	2/6	243/19659	0.0022089012008285	0.013253407204971	0.00387526526461141	VAMP8/VTI1B	2
GO:0030135	coated vesicle	2/6	280/19659	0.00291961039750291	0.0157658961465157	0.00460991115395196	VAMP8/VTI1B	2
GO:0044233	Mitochondria-associated ER Membrane	1/6	12/19659	0.00365732468305802	0.0169570786003124	0.00495821011705041	ZFYVE1	1
GO:0005769	early endosome	2/6	341/19659	0.00429712951046675	0.0169570786003124	0.00495821011705041	VAMP8/VTI1B	2
GO:0005765	lysosomal membrane	2/6	344/19659	0.00437139126181683	0.0169570786003124	0.00495821011705041	VAMP8/VTI1B	2
GO:0098852	lytic vacuole membrane	2/6	345/19659	0.00439627963711803	0.0169570786003124	0.00495821011705041	VAMP8/VTI1B	2
GO:0034045	phagophore assembly site membrane	1/6	16/19659	0.00487395301233606	0.0175462308444098	0.00513047685509059	WIPI2	1
GO:0005774	vacuolar membrane	2/6	397/19659	0.0057823686972752	0.0183778250552265	0.00537363305708376	VAMP8/VTI1B	2
GO:0044232	organelle membrane contact site	1/6	19/19659	0.00578561159146018	0.0183778250552265	0.00537363305708376	ZFYVE1	1
GO:0010008	endosome membrane	2/6	462/19659	0.00776423516245065	0.0232927054873519	0.00681073259864092	VAMP8/VTI1B	2
GO:0031312	extrinsic component of organelle membrane	1/6	47/19659	0.0142609144412471	0.0405310199909128	0.0118511754359394	ZFYVE1	1
GO:0035577	azurophil granule membrane	1/6	58/19659	0.0175739826541629	0.0474497531662398	0.0138741968322339	VAMP8	1
GO:0012507	ER to Golgi transport vesicle membrane	1/6	62/19659	0.0187764316804413	0.0482822528925633	0.0141176178048431	VTI1B	1
GO:0031093	platelet alpha granule lumen	1/6	67/19659	0.0202777680238634	0.0496728996886548	0.0145242396750453	VTI1B	1
GO:0030670	phagocytic vesicle membrane	1/6	72/19659	0.0217771895931245	0.0496728996886548	0.0145242396750453	VAMP8	1
GO:0070821	tertiary granule membrane	1/6	73/19659	0.0220768443060688	0.0496728996886548	0.0145242396750453	VAMP8	1
