ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005765	lysosomal membrane	8/18	344/19659	3.04491099054357e-10	1.54230343231418e-08	6.55950423100129e-09	IGF2R/CTSA/CLCN7/LAMP2/VPS11/LAMP1/VPS18/NPC1	8
GO:0098852	lytic vacuole membrane	8/18	345/19659	3.11576450972561e-10	1.54230343231418e-08	6.55950423100129e-09	IGF2R/CTSA/CLCN7/LAMP2/VPS11/LAMP1/VPS18/NPC1	8
GO:0005774	vacuolar membrane	8/18	397/19659	9.45471030487149e-10	3.12005440060759e-08	1.32697688489424e-08	IGF2R/CTSA/CLCN7/LAMP2/VPS11/LAMP1/VPS18/NPC1	8
GO:0043202	lysosomal lumen	5/18	94/19659	1.83079052710597e-08	4.53120655458728e-07	1.92714792326944e-07	HEXA/CTSD/CTSA/LAMP2/CTSF	5
GO:0005770	late endosome	6/18	243/19659	5.49746219037019e-08	1.0884975136933e-06	4.62944184452227e-07	IGF2R/LAMP2/VPS11/LAMP1/VPS18/NPC1	6
GO:0005775	vacuolar lumen	5/18	171/19659	3.67122452239236e-07	6.05752046194739e-06	2.57629791045078e-06	HEXA/CTSD/CTSA/LAMP2/CTSF	5
GO:0005776	autophagosome	4/18	89/19659	1.14403954348597e-06	1.61799878293016e-05	6.88144086307351e-06	LAMP2/VPS11/LAMP1/VPS18	4
GO:0031902	late endosome membrane	4/18	127/19659	4.73840312144465e-06	5.86377386278775e-05	2.49389637970771e-05	LAMP2/VPS11/VPS18/NPC1	4
GO:0005766	primary lysosome	4/18	155/19659	1.04367405285033e-05	0.000103323731232183	4.39441706463297e-05	HEXA/CTSA/LAMP2/LAMP1	4
GO:0042582	azurophil granule	4/18	155/19659	1.04367405285033e-05	0.000103323731232183	4.39441706463297e-05	HEXA/CTSA/LAMP2/LAMP1	4
GO:0010008	endosome membrane	5/18	462/19659	4.66610396989564e-05	0.000419949357290608	0.000178606850522321	LAMP2/VPS11/LAMP1/VPS18/NPC1	5
