ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030497	fatty acid elongation	2/2	13/18493	4.56176957077223e-07	1.1176335448392e-05	NA	ELOVL4/ELOVL7	2
GO:0042761	very long-chain fatty acid biosynthetic process	2/2	13/18493	4.56176957077223e-07	1.1176335448392e-05	NA	ELOVL4/ELOVL7	2
GO:0035338	long-chain fatty-acyl-CoA biosynthetic process	2/2	19/18493	1.00008025205391e-06	1.63346441168805e-05	NA	ELOVL4/ELOVL7	2
GO:0035336	long-chain fatty-acyl-CoA metabolic process	2/2	26/18493	1.90073732115509e-06	2.07765210258568e-05	NA	ELOVL4/ELOVL7	2
GO:0000038	very long-chain fatty acid metabolic process	2/2	30/18493	2.54406379908451e-06	2.07765210258568e-05	NA	ELOVL4/ELOVL7	2
GO:0046949	fatty-acyl-CoA biosynthetic process	2/2	30/18493	2.54406379908451e-06	2.07765210258568e-05	NA	ELOVL4/ELOVL7	2
GO:0035337	fatty-acyl-CoA metabolic process	2/2	40/18493	4.56176957077223e-06	3.19323869954056e-05	NA	ELOVL4/ELOVL7	2
GO:0006636	unsaturated fatty acid biosynthetic process	2/2	47/18493	6.32214475128818e-06	3.65380197351275e-05	NA	ELOVL4/ELOVL7	2
GO:0035384	thioester biosynthetic process	2/2	51/18493	7.4567387214546e-06	3.65380197351275e-05	NA	ELOVL4/ELOVL7	2
GO:0071616	acyl-CoA biosynthetic process	2/2	51/18493	7.4567387214546e-06	3.65380197351275e-05	NA	ELOVL4/ELOVL7	2
GO:0033866	nucleoside bisphosphate biosynthetic process	2/2	67/18493	1.29308622063812e-05	4.87394037009754e-05	NA	ELOVL4/ELOVL7	2
GO:0034030	ribonucleoside bisphosphate biosynthetic process	2/2	67/18493	1.29308622063812e-05	4.87394037009754e-05	NA	ELOVL4/ELOVL7	2
GO:0034033	purine nucleoside bisphosphate biosynthetic process	2/2	67/18493	1.29308622063812e-05	4.87394037009754e-05	NA	ELOVL4/ELOVL7	2
GO:1901570	fatty acid derivative biosynthetic process	2/2	91/18493	2.39492902465542e-05	8.36314673937363e-05	NA	ELOVL4/ELOVL7	2
GO:0030148	sphingolipid biosynthetic process	2/2	100/18493	2.89496915068237e-05	8.36314673937363e-05	NA	ELOVL4/ELOVL7	2
GO:0033559	unsaturated fatty acid metabolic process	2/2	102/18493	3.01252244346765e-05	8.36314673937363e-05	NA	ELOVL4/ELOVL7	2
GO:0006637	acyl-CoA metabolic process	2/2	103/18493	3.07217635323929e-05	8.36314673937363e-05	NA	ELOVL4/ELOVL7	2
GO:0035383	thioester metabolic process	2/2	103/18493	3.07217635323929e-05	8.36314673937363e-05	NA	ELOVL4/ELOVL7	2
GO:0033865	nucleoside bisphosphate metabolic process	2/2	138/18493	5.52851381442434e-05	0.000128566935752481	NA	ELOVL4/ELOVL7	2
GO:0033875	ribonucleoside bisphosphate metabolic process	2/2	138/18493	5.52851381442434e-05	0.000128566935752481	NA	ELOVL4/ELOVL7	2
GO:0034032	purine nucleoside bisphosphate metabolic process	2/2	138/18493	5.52851381442434e-05	0.000128566935752481	NA	ELOVL4/ELOVL7	2
GO:0046467	membrane lipid biosynthetic process	2/2	141/18493	5.77239303378485e-05	0.000128566935752481	NA	ELOVL4/ELOVL7	2
