ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:2000300	regulation of synaptic vesicle exocytosis	3/3	80/18493	7.79578813673693e-08	7.07312540821342e-06	1.29693980320382e-06	RIMS1/UNC13B/RAB3A	3
GO:1902803	regulation of synaptic vesicle transport	3/3	85/18493	9.37183537324131e-08	7.07312540821342e-06	1.29693980320382e-06	RIMS1/UNC13B/RAB3A	3
GO:0017158	regulation of calcium ion-dependent exocytosis	3/3	104/18493	1.72790190220586e-07	7.07312540821342e-06	1.29693980320382e-06	RIMS1/UNC13B/RAB3A	3
GO:0046928	regulation of neurotransmitter secretion	3/3	106/18493	1.83052999919582e-07	7.07312540821342e-06	1.29693980320382e-06	RIMS1/UNC13B/RAB3A	3
GO:0098693	regulation of synaptic vesicle cycle	3/3	114/18493	2.2816533574882e-07	7.07312540821342e-06	1.29693980320382e-06	RIMS1/UNC13B/RAB3A	3
GO:0016079	synaptic vesicle exocytosis	3/3	123/18493	2.87143281612398e-07	7.41786810832028e-06	1.36015238658504e-06	RIMS1/UNC13B/RAB3A	3
GO:0051588	regulation of neurotransmitter transport	3/3	141/18493	4.33920627167863e-07	7.98073884555056e-06	1.46336128237599e-06	RIMS1/UNC13B/RAB3A	3
GO:1903305	regulation of regulated secretory pathway	3/3	148/18493	5.02319748835927e-07	7.98073884555056e-06	1.46336128237599e-06	RIMS1/UNC13B/RAB3A	3
GO:0017156	calcium ion regulated exocytosis	3/3	153/18493	5.55341735335545e-07	7.98073884555056e-06	1.46336128237599e-06	RIMS1/UNC13B/RAB3A	3
GO:0048489	synaptic vesicle transport	3/3	154/18493	5.66375014845524e-07	7.98073884555056e-06	1.46336128237599e-06	RIMS1/UNC13B/RAB3A	3
GO:0097480	establishment of synaptic vesicle localization	3/3	154/18493	5.66375014845524e-07	7.98073884555056e-06	1.46336128237599e-06	RIMS1/UNC13B/RAB3A	3
GO:0097479	synaptic vesicle localization	3/3	165/18493	6.97531369639655e-07	8.00867210384111e-06	1.46848317014404e-06	RIMS1/UNC13B/RAB3A	3
GO:0007269	neurotransmitter secretion	3/3	167/18493	7.23363931959842e-07	8.00867210384111e-06	1.46848317014404e-06	RIMS1/UNC13B/RAB3A	3
