ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0097286	iron ion import	2/8	14/18493	1.48631408244015e-05	0.0104933774220275	0.00511604952587294	TFRC/TFR2	2
GO:0001894	tissue homeostasis	3/8	221/18493	9.02048662309442e-05	0.0134407122907658	0.00655302358592576	GATA2/SRF/TFRC	3
GO:0060218	hematopoietic stem cell differentiation	2/8	34/18493	9.12330868539236e-05	0.0134407122907658	0.00655302358592576	GATA2/SRF	2
GO:0033572	transferrin transport	2/8	36/18493	0.000102409927946556	0.0134407122907658	0.00655302358592576	TFRC/TFR2	2
GO:0015682	ferric iron transport	2/8	38/18493	0.000114227016635403	0.0134407122907658	0.00655302358592576	TFRC/TFR2	2
GO:0072512	trivalent inorganic cation transport	2/8	38/18493	0.000114227016635403	0.0134407122907658	0.00655302358592576	TFRC/TFR2	2
GO:0061614	pri-miRNA transcription by RNA polymerase II	2/8	44/18493	0.000153511391769907	0.0154827203699364	0.00754860527951273	GATA2/SRF	2
GO:0001701	in utero embryonic development	3/8	311/18493	0.000247777253978609	0.0215800934978921	0.0105213815026252	GATA2/SRF/TFEB	3
GO:0006826	iron ion transport	2/8	61/18493	0.000295870873318219	0.0215800934978921	0.0105213815026252	TFRC/TFR2	2
GO:0006879	cellular iron ion homeostasis	2/8	62/18493	0.000305667046712353	0.0215800934978921	0.0105213815026252	TFRC/TFR2	2
GO:0030099	myeloid cell differentiation	3/8	405/18493	0.00053796551654063	0.0291499761547046	0.0142120802185603	GATA2/SRF/TFRC	3
GO:0055072	iron ion homeostasis	2/8	84/18493	0.000560809624530993	0.0291499761547046	0.0142120802185603	TFRC/TFR2	2
GO:0048568	embryonic organ development	3/8	422/18493	0.000606653938584374	0.0291499761547046	0.0142120802185603	GATA2/SRF/TFEB	3
GO:0001892	embryonic placenta development	2/8	88/18493	0.00061529552270391	0.0291499761547046	0.0142120802185603	GATA2/TFEB	2
GO:0060249	anatomical structure homeostasis	3/8	425/18493	0.000619333770992307	0.0291499761547046	0.0142120802185603	GATA2/SRF/TFRC	3
GO:0030219	megakaryocyte differentiation	2/8	93/18493	0.000686882205770593	0.0303086773296274	0.0147770053478279	GATA2/SRF	2
GO:0002042	cell migration involved in sprouting angiogenesis	2/8	101/18493	0.000809431785341298	0.0313339893739275	0.015276896563701	GATA2/SRF	2
GO:0048871	multicellular organismal homeostasis	3/8	471/18493	0.000835632669108751	0.0313339893739275	0.015276896563701	GATA2/SRF/TFRC	3
GO:0046916	cellular transition metal ion homeostasis	2/8	109/18493	0.000941795141350231	0.0313339893739275	0.015276896563701	TFRC/TFR2	2
GO:0000041	transition metal ion transport	2/8	110/18493	0.000959027992308121	0.0313339893739275	0.015276896563701	TFRC/TFR2	2
GO:0002244	hematopoietic progenitor cell differentiation	2/8	111/18493	0.000976413266609639	0.0313339893739275	0.015276896563701	GATA2/SRF	2
GO:0030218	erythrocyte differentiation	2/8	111/18493	0.000976413266609639	0.0313339893739275	0.015276896563701	GATA2/SRF	2
GO:0034101	erythrocyte homeostasis	2/8	120/18493	0.00113972302801336	0.0349845416424971	0.0170567244924654	GATA2/SRF	2
GO:0035270	endocrine system development	2/8	128/18493	0.00129518536831255	0.0381000362511943	0.0185756848876406	GATA2/SRF	2
GO:0002705	positive regulation of leukocyte mediated immunity	2/8	131/18493	0.00135597142552915	0.0382926330569432	0.0186695855220224	GATA2/TFRC	2
GO:0055076	transition metal ion homeostasis	2/8	136/18493	0.00146028612898924	0.0396523848871693	0.019332532962732	TFRC/TFR2	2
GO:0045807	positive regulation of endocytosis	2/8	141/18493	0.00156834568692724	0.0410093353692827	0.0199941146052713	GATA2/TFR2	2
GO:0002262	myeloid cell homeostasis	2/8	146/18493	0.00168013753922549	0.0411597749741268	0.020067461482838	GATA2/SRF	2
GO:0001764	neuron migration	2/8	149/18493	0.00174899893657762	0.0411597749741268	0.020067461482838	GATA2/SRF	2
GO:0001890	placenta development	2/8	149/18493	0.00174899893657762	0.0411597749741268	0.020067461482838	GATA2/TFEB	2
