ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042416	dopamine biosynthetic process	4/23	12/18493	8.93838085035527e-10	5.59528330960611e-07	3.16911584727891e-07	GCH1/DDC/SLC6A3/TH	4
GO:0042417	dopamine metabolic process	5/23	39/18493	1.04616696390265e-09	5.59528330960611e-07	3.16911584727891e-07	DRD2/GCH1/DDC/SLC6A3/TH	5
GO:0046189	phenol-containing compound biosynthetic process	5/23	42/18493	1.54192592313688e-09	5.59528330960611e-07	3.16911584727891e-07	GCH1/DDC/SLC6A3/TH/TYR	5
GO:0018958	phenol-containing compound metabolic process	6/23	99/18493	1.89349688988362e-09	5.59528330960611e-07	3.16911584727891e-07	DRD2/GCH1/DDC/SLC6A3/TH/TYR	6
GO:0006584	catecholamine metabolic process	5/23	54/18493	5.6767680397161e-09	1.11832330382407e-06	6.33407802326218e-07	DRD2/GCH1/DDC/SLC6A3/TH	5
GO:0009712	catechol-containing compound metabolic process	5/23	54/18493	5.6767680397161e-09	1.11832330382407e-06	6.33407802326218e-07	DRD2/GCH1/DDC/SLC6A3/TH	5
GO:0009713	catechol-containing compound biosynthetic process	4/23	21/18493	1.07276039956994e-08	1.58500349036459e-06	8.97731071219055e-07	GCH1/DDC/SLC6A3/TH	4
GO:0042423	catecholamine biosynthetic process	4/23	21/18493	1.07276039956994e-08	1.58500349036459e-06	8.97731071219055e-07	GCH1/DDC/SLC6A3/TH	4
GO:0007626	locomotory behavior	6/23	194/18493	1.07336039022581e-07	1.40967997916323e-05	7.98429483255691e-06	SLC18A2/DRD2/SLC6A3/TH/PITX3/EN1	6
GO:0015837	amine transport	5/23	101/18493	1.36850805392721e-07	1.41631138972846e-05	8.02185451836582e-06	SLC18A2/DRD2/DDC/TH/VIP	5
GO:0001505	regulation of neurotransmitter levels	7/23	346/18493	1.43110896687317e-07	1.41631138972846e-05	8.02185451836582e-06	SLC18A2/DRD2/GCH1/DDC/SLC6A3/TH/GCHFR	7
GO:0042136	neurotransmitter biosynthetic process	5/23	102/18493	1.43787958348067e-07	1.41631138972846e-05	8.02185451836582e-06	GCH1/DDC/SLC6A3/TH/GCHFR	5
GO:0043279	response to alkaloid	5/23	106/18493	1.74378288053559e-07	1.58550104984082e-05	8.98012884227234e-06	DRD2/DDC/SLC6A3/TH/PITX3	5
GO:0035094	response to nicotine	4/23	47/18493	3.12938139387269e-07	2.64209200539823e-05	1.49645606503987e-05	DRD2/SLC6A3/NKX6-1/TH	4
GO:0035270	endocrine system development	5/23	128/18493	4.47164799280935e-07	3.52365861833376e-05	1.99576710415912e-05	DRD2/SLC6A3/NKX6-1/PBX1/ADCYAP1	5
GO:1901617	organic hydroxy compound biosynthetic process	6/23	251/18493	4.89874272392857e-07	3.61894618730223e-05	2.04973708711748e-05	GCH1/DDC/SLC6A3/TH/PRKAA2/TYR	6
GO:0006836	neurotransmitter transport	6/23	268/18493	7.18876630215369e-07	4.99830692302686e-05	2.83099403601842e-05	SLC18A2/DRD2/DDC/SLC6A3/TH/ADCYAP1	6
GO:0042133	neurotransmitter metabolic process	5/23	148/18493	9.19057549929981e-07	6.03514457787354e-05	3.41824913307291e-05	GCH1/DDC/SLC6A3/TH/GCHFR	5
GO:0051937	catecholamine transport	4/23	76/18493	2.19787246909131e-06	0.000136730803077154	7.74430410161812e-05	SLC18A2/DRD2/SLC6A3/VIP	4
GO:0007623	circadian rhythm	5/23	193/18493	3.39520109963386e-06	0.000200656384988361	0.000113649889440375	SFPQ/DRD2/DDC/TH/PRKAA2	5
GO:0097164	ammonium ion metabolic process	5/23	199/18493	3.94374857790427e-06	0.000212518859101149	0.000120368683220528	DRD2/GCH1/DDC/SLC6A3/TH	5
GO:0015844	monoamine transport	4/23	88/18493	3.95551175991987e-06	0.000212518859101149	0.000120368683220528	SLC18A2/DRD2/SLC6A3/VIP	4
GO:0043473	pigmentation	4/23	95/18493	5.3691194448577e-06	0.000275926051470513	0.000156281920683272	DRD2/TH/EN1/TYR	4
GO:0097305	response to alcohol	5/23	231/18493	8.15523576374725e-06	0.000401645361364552	0.000227488155515055	DRD2/SLC6A3/TH/ADCYAP1/PRKAA2	5
GO:0001975	response to amphetamine	3/23	33/18493	8.94788285928615e-06	0.000421656930734963	0.00023882252021323	SLC18A2/DRD2/TH	3
GO:0015696	ammonium transport	4/23	109/18493	9.27502554916162e-06	0.000421656930734963	0.00023882252021323	SLC18A2/DRD2/SLC6A3/ADCYAP1	4
GO:0071542	dopaminergic neuron differentiation	3/23	35/18493	1.07164487259295e-05	0.000469142310890691	0.000265717792970415	PITX3/LMX1B/EN1	3
GO:0014014	negative regulation of gliogenesis	3/23	40/18493	1.61115206646229e-05	0.00068013633662801	0.00038522282491354	NKX6-1/PITX3/ADCYAP1	3
GO:0045471	response to ethanol	4/23	127/18493	1.69763528760923e-05	0.000689876368164048	0.000390739487178141	DRD2/SLC6A3/TH/ADCYAP1	4
GO:0046887	positive regulation of hormone secretion	4/23	128/18493	1.75095524914733e-05	0.000689876368164048	0.000390739487178141	DRD2/NKX6-1/VIP/ADCYAP1	4
GO:0001504	neurotransmitter uptake	3/23	42/18493	1.86903245990585e-05	0.000712099596191088	0.000403326514540504	SLC18A2/DRD2/SLC6A3	3
GO:0048511	rhythmic process	5/23	276/18493	1.9278500066087e-05	0.000712099596191088	0.000403326514540504	SFPQ/DRD2/DDC/TH/PRKAA2	5
GO:0021983	pituitary gland development	3/23	43/18493	2.0075806365345e-05	0.00071907888254054	0.000407279516694081	DRD2/SLC6A3/ADCYAP1	3
GO:0009410	response to xenobiotic stimulus	5/23	282/18493	2.13788240778438e-05	0.000743228531176806	0.000420957650573024	SLC18A2/DRD2/SLC6A3/TH/PITX3	5
GO:0014075	response to amine	3/23	45/18493	2.30462587487938e-05	0.000778305081173551	0.000440824678623545	SLC18A2/DRD2/TH	3
GO:0015872	dopamine transport	3/23	52/18493	3.56898163923831e-05	0.00111014113094202	0.000628773496552788	SLC18A2/DRD2/SLC6A3	3
GO:0042220	response to cocaine	3/23	52/18493	3.56898163923831e-05	0.00111014113094202	0.000628773496552788	DRD2/SLC6A3/PITX3	3
GO:0097366	response to bronchodilator	3/23	52/18493	3.56898163923831e-05	0.00111014113094202	0.000628773496552788	SLC18A2/DRD2/TH	3
GO:0097755	positive regulation of blood vessel diameter	3/23	57/18493	4.70614233948734e-05	0.00142632313981385	0.000807856012932239	GCH1/VIP/ADCYAP1	3
GO:0019748	secondary metabolic process	3/23	62/18493	6.05830399897211e-05	0.00179022883169626	0.00101396877456481	DDC/TH/TYR	3
GO:0006570	tyrosine metabolic process	2/23	10/18493	6.61821326126967e-05	0.00186255430352875	0.00105493324164599	TH/TYR	2
GO:0042756	drinking behavior	2/23	10/18493	6.61821326126967e-05	0.00186255430352875	0.00105493324164599	DRD2/EN1	2
GO:0099504	synaptic vesicle cycle	4/23	195/18493	9.07207753539824e-05	0.00249376642949784	0.00141244585373642	SLC18A2/DRD2/DDC/TH	4
GO:0033555	multicellular organismal response to stress	3/23	72/18493	9.47643720677899e-05	0.00254571563145745	0.00144186939318455	GCH1/RET/ADCYAP1	3
GO:0072347	response to anesthetic	3/23	74/18493	0.000102834517483827	0.00270111999257519	0.00152988896186466	DRD2/SLC6A3/PITX3	3
GO:0021536	diencephalon development	3/23	76/18493	0.000111340730184802	0.00286097267561816	0.0016204280182502	DRD2/SLC6A3/ADCYAP1	3
GO:0060123	regulation of growth hormone secretion	2/23	13/18493	0.000114455458467204	0.00287843301932415	0.00163031739272434	DRD2/ADCYAP1	2
GO:0021984	adenohypophysis development	2/23	14/18493	0.000133430328662834	0.00321866629549938	0.001823022320721	DRD2/SLC6A3	2
GO:0042754	negative regulation of circadian rhythm	2/23	14/18493	0.000133430328662834	0.00321866629549938	0.001823022320721	SFPQ/DRD2	2
GO:2000177	regulation of neural precursor cell proliferation	3/23	84/18493	0.000149934473156899	0.00349693749868661	0.00198063251328229	DRD2/PITX3/ADCYAP1	3
GO:0060134	prepulse inhibition	2/23	15/18493	0.000153841582006518	0.00349693749868661	0.00198063251328229	DRD2/SLC6A3	2
GO:0090494	dopamine uptake	2/23	15/18493	0.000153841582006518	0.00349693749868661	0.00198063251328229	DRD2/SLC6A3	2
GO:0048732	gland development	5/23	434/18493	0.000165055018535037	0.0036810383378946	0.00208490549728468	DRD2/SLC6A3/PBX1/ADCYAP1/TYR	5
GO:0017085	response to insecticide	2/23	16/18493	0.000175685927964125	0.00369066134343755	0.00209035587712733	DDC/TH	2
GO:0030252	growth hormone secretion	2/23	16/18493	0.000175685927964125	0.00369066134343755	0.00209035587712733	DRD2/ADCYAP1	2
GO:0090493	catecholamine uptake	2/23	16/18493	0.000175685927964125	0.00369066134343755	0.00209035587712733	DRD2/SLC6A3	2
GO:0009953	dorsal/ventral pattern formation	3/23	89/18493	0.000177976054632775	0.00369066134343755	0.00209035587712733	NKX6-1/LMX1B/EN1	3
GO:0006813	potassium ion transport	4/23	238/18493	0.000195400855975193	0.00392790552311876	0.00222472874940202	DRD2/KCNJ6/VIP/ADCYAP1	4
GO:0023061	signal release	5/23	453/18493	0.000201526272152743	0.00392790552311876	0.00222472874940202	SLC18A2/DRD2/NKX6-1/VIP/ADCYAP1	5
GO:0050769	positive regulation of neurogenesis	5/23	453/18493	0.000201526272152743	0.00392790552311876	0.00222472874940202	DRD2/MIR133B/NKX6-1/RET/ADCYAP1	5
