ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006732	coenzyme metabolic process	26/40	351/18493	1.23842994578979e-35	1.29292086340454e-32	8.62990130645095e-33	GPI/GAPDH/PFKM/ALDOA/PKLR/NNT/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PC/PGAM4/NMRK1/FBP1/TPI1/SLC25A1/ENO1/SLC2A1/GPD2/ACAT1/ACLY/MCEE/GPD1/HMGCL	26
GO:0006091	generation of precursor metabolites and energy	26/40	471/18493	3.03114282532059e-32	1.58225655481735e-29	1.05611397387486e-29	GPI/GAPDH/PFKM/ACO2/ALDOA/PKLR/NNT/BPGM/PGM1/PGK1/G6PC/GCK/HK1/CS/PFKL/PGAM4/FBP1/TPI1/ENO1/D2HGDH/BDH1/GPD2/ACAT1/GPD1/OXCT1/HMGCL	26
GO:0019362	pyridine nucleotide metabolic process	19/40	145/18493	3.31371349046036e-30	7.23587003392836e-28	4.82974991173681e-28	GPI/GAPDH/PFKM/ALDOA/PKLR/NNT/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/ENO1/GPD2/GPD1	19
GO:0046496	nicotinamide nucleotide metabolic process	19/40	145/18493	3.31371349046036e-30	7.23587003392836e-28	4.82974991173681e-28	GPI/GAPDH/PFKM/ALDOA/PKLR/NNT/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/ENO1/GPD2/GPD1	19
GO:0006090	pyruvate metabolic process	18/40	113/18493	3.46545499709212e-30	7.23587003392836e-28	4.82974991173681e-28	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PC/PGAM4/FBP1/TPI1/ENO1/SLC16A1/GPD1	18
GO:0072524	pyridine-containing compound metabolic process	19/40	150/18493	6.55156947071756e-30	1.13997308790486e-27	7.60901577125443e-28	GPI/GAPDH/PFKM/ALDOA/PKLR/NNT/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/ENO1/GPD2/GPD1	19
GO:0016052	carbohydrate catabolic process	19/40	152/18493	8.54664677361149e-30	1.2746713188072e-27	8.50809047237715e-28	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/G6PC/GCK/HK1/PFKL/PGAM4/GALM/FBP1/TPI1/ENO1/GPD2/GPD1	19
GO:0006733	oxidoreduction coenzyme metabolic process	19/40	162/18493	3.0590832597572e-29	3.63018945313821e-27	2.42305446458711e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/NNT/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/ENO1/GPD2/GPD1	19
GO:0006006	glucose metabolic process	20/40	204/18493	3.12947366649846e-29	3.63018945313821e-27	2.42305446458711e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/G6PC/GCK/HK1/PFKL/PC/GALM/FBP1/TPI1/SLC25A1/ENO1/GPD2/GPD1	20
GO:0006734	NADH metabolic process	14/40	38/18493	3.48147463806447e-29	3.63465952213931e-27	2.42603811620914e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGK1/GCK/HK1/PFKL/TPI1/ENO1/GPD2/GPD1	14
GO:0006096	glycolytic process	16/40	74/18493	4.43144942856146e-29	4.20584836674379e-27	2.80729140833272e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/FBP1/TPI1/ENO1/GPD1	16
GO:0006757	ATP generation from ADP	16/40	75/18493	5.62629305157851e-29	4.89487495487331e-27	3.26719824574121e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/FBP1/TPI1/ENO1/GPD1	16
GO:0009108	coenzyme biosynthetic process	20/40	217/18493	1.12726408243511e-28	8.40858089653874e-27	5.61250307875443e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/SLC25A1/ENO1/ACAT1/ACLY/GPD1	20
GO:0042866	pyruvate biosynthetic process	16/40	78/18493	1.12758747654734e-28	8.40858089653874e-27	5.61250307875443e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/FBP1/TPI1/ENO1/GPD1	16
GO:0019359	nicotinamide nucleotide biosynthetic process	17/40	106/18493	1.61504122838853e-28	1.05381440152352e-26	7.03392956048163e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/ENO1/GPD1	17
GO:0019363	pyridine nucleotide biosynthetic process	17/40	106/18493	1.61504122838853e-28	1.05381440152352e-26	7.03392956048163e-27	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/ENO1/GPD1	17
GO:0072525	pyridine-containing compound biosynthetic process	17/40	109/18493	2.69033658388553e-28	1.65218317269205e-26	1.10278812293017e-26	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/NMRK1/FBP1/TPI1/ENO1/GPD1	17
GO:0046031	ADP metabolic process	16/40	84/18493	4.15685488667187e-28	2.41097583426969e-26	1.60926195027882e-26	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/GCK/HK1/PFKL/PGAM4/FBP1/TPI1/ENO1/GPD1	16
GO:0005996	monosaccharide metabolic process	21/40	287/18493	4.91639569624372e-28	2.70143005625181e-26	1.80313238277748e-26	GPI/GAPDH/PFKM/ALDOA/PKLR/BPGM/PGM1/PGK1/G6PC/GCK/HK1/PFKL/PC/GALM/FBP1/TPI1/SLC25A1/ENO1/SLC2A1/GPD2/GPD1	21
