ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0035966	response to topologically incorrect protein	13/59	189/18493	2.35028182445867e-14	4.4420326482269e-11	3.2062792047352e-11	HSPA4/EDEM2/PRKN/EDEM1/ATXN3/DERL1/MFN2/DNAJB1/VCP/STUB1/HERPUD1/SYVN1/DNAJB2	13
GO:0006986	response to unfolded protein	12/59	169/18493	1.76533906843442e-13	1.66824541967052e-10	1.20414706983737e-10	HSPA4/EDEM2/PRKN/EDEM1/DERL1/MFN2/DNAJB1/VCP/STUB1/HERPUD1/SYVN1/DNAJB2	12
GO:0036503	ERAD pathway	10/59	92/18493	2.88964067592064e-13	1.82047362583e-10	1.31402607578707e-10	EDEM2/PRKN/EDEM1/ATXN3/DERL1/VCP/STUB1/HERPUD1/SYVN1/DNAJB2	10
GO:0009896	positive regulation of catabolic process	15/59	407/18493	1.7586648204731e-12	8.30969127673541e-10	5.99797265087669e-10	EDEM2/PRKN/HTT/EDEM1/ATXN3/AMBRA1/MFN2/VCP/STUB1/HERPUD1/VPS13C/DNAJB2/CPT1A/NEDD4L/NDFIP1	15
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	14/59	389/18493	1.48235456342e-11	5.60330024972761e-09	4.04448739829963e-09	EDEM2/PRKN/UBB/EDEM1/ATXN3/DERL1/VCP/STUB1/UBE3A/HERPUD1/PSMA5/SYVN1/DNAJB2/NEDD4L	14
GO:0030433	ubiquitin-dependent ERAD pathway	8/59	70/18493	5.30656721323991e-11	1.43524726988103e-08	1.03596795419984e-08	EDEM2/EDEM1/DERL1/VCP/STUB1/HERPUD1/SYVN1/DNAJB2	8
GO:0031331	positive regulation of cellular catabolic process	13/59	347/18493	5.315730629189e-11	1.43524726988103e-08	1.03596795419984e-08	EDEM2/PRKN/HTT/EDEM1/ATXN3/AMBRA1/MFN2/VCP/STUB1/HERPUD1/VPS13C/DNAJB2/CPT1A	13
GO:1903320	regulation of protein modification by small protein conjugation or removal	11/59	221/18493	9.36522722160662e-11	2.21253493110457e-08	1.59701769463187e-08	PRKN/UBB/DERL1/VCP/STUB1/UBE3A/HERPUD1/DNAJB2/AIMP2/UBE2N/NDFIP1	11
GO:0010498	proteasomal protein catabolic process	14/59	452/18493	1.08339837285949e-10	2.27513658300493e-08	1.64220384938702e-08	EDEM2/PRKN/UBB/EDEM1/ATXN3/DERL1/VCP/STUB1/UBE3A/HERPUD1/PSMA5/SYVN1/DNAJB2/NEDD4L	14
GO:0042176	regulation of protein catabolic process	13/59	375/18493	1.38878156235036e-10	2.62479715284218e-08	1.89459042611165e-08	EDEM2/PRKN/UBB/EDEM1/ATXN3/VCP/STUB1/UBE3A/HERPUD1/DNAJB2/PHB/NEDD4L/NDFIP1	13
GO:0010821	regulation of mitochondrion organization	10/59	176/18493	1.98059017873692e-10	3.40301403437526e-08	2.45631088195507e-08	PRKN/HTT/MFN2/BAG3/RHOT1/RHOT2/FIS1/MIR155/VPS13C/PPIF	10
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	9/59	127/18493	2.39971046837465e-10	3.77954398769008e-08	2.72809190088908e-08	PRKN/UBB/DERL1/VCP/STUB1/UBE3A/AIMP2/UBE2N/NDFIP1	9
GO:0030970	retrograde protein transport, ER to cytosol	6/59	29/18493	3.64371656096779e-10	4.91901735730651e-08	3.55056891955959e-08	EDEM2/EDEM1/DERL1/VCP/HERPUD1/SYVN1	6
GO:1903513	endoplasmic reticulum to cytosol transport	6/59	29/18493	3.64371656096779e-10	4.91901735730651e-08	3.55056891955959e-08	EDEM2/EDEM1/DERL1/VCP/HERPUD1/SYVN1	6
GO:0031396	regulation of protein ubiquitination	10/59	195/18493	5.41012477988248e-10	6.81675722265193e-08	4.92036611559838e-08	PRKN/UBB/DERL1/STUB1/UBE3A/HERPUD1/DNAJB2/AIMP2/UBE2N/NDFIP1	10
GO:1903008	organelle disassembly	8/59	97/18493	7.60193383242936e-10	8.97978433955718e-08	6.48164884659767e-08	PRKN/HTT/AMBRA1/MFN2/VCP/KIF5B/FIS1/VPS13C	8
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	10/59	209/18493	1.06292809872222e-09	1.18172594504999e-07	8.52975118231573e-08	EDEM2/PRKN/UBB/EDEM1/ATXN3/VCP/STUB1/UBE3A/HERPUD1/DNAJB2	10
GO:0045732	positive regulation of protein catabolic process	10/59	212/18493	1.22068099541522e-09	1.22585120792833e-07	8.84824932038493e-08	EDEM2/PRKN/EDEM1/ATXN3/VCP/STUB1/HERPUD1/DNAJB2/NEDD4L/NDFIP1	10
GO:1901800	positive regulation of proteasomal protein catabolic process	8/59	103/18493	1.23233719315546e-09	1.22585120792833e-07	8.84824932038493e-08	EDEM2/PRKN/EDEM1/ATXN3/VCP/STUB1/HERPUD1/DNAJB2	8
GO:0031398	positive regulation of protein ubiquitination	8/59	109/18493	1.9402487597528e-09	1.83353507796639e-07	1.32345389086296e-07	PRKN/UBB/DERL1/STUB1/UBE3A/AIMP2/UBE2N/NDFIP1	8
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	8/59	118/18493	3.65418646133198e-09	3.28876781519878e-07	2.37384744555701e-07	EDEM2/PRKN/EDEM1/ATXN3/VCP/STUB1/HERPUD1/DNAJB2	8
